	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00188	0.871800292376166	0.802023823905883	0.750814486257192	0.715953931375972	0.708912728271562	0.687485933356852	0.752590939993525	0.662152366902382	0.714520774461706	0.498110841718713	0.732876584014046	0.556872015691769	1	0.532135678580912	0.830964000135289	0.662070775700792	0.88906293758403	0.899249627056337	0.575181284788005	0.567845249200975	0.821528639827959	0.844515496664005	0.831020431797207	0.944520689201502	0.831698315115505	0.810429895124513	0.919002793014351	0.824144643727899	0.925308624214605	0.95204116535282	0.838604873972411	0.759303513919324	0.779948881467414	0.885372601367241	0.684572085150879	0.862377716346433	0.733922961298389	0.732865789593166	0.835001508229098	0.896054863674208	0.874049107961574	0.899415709849859	0.89128080336684	0.941355968990768	0.622021886587613	0.847647509155517	0.897266946519771	0.469382509179874	0.705974930945226	0.818934046894298	0.67032515593739	0.57185341601445	0.404581976957503	0.781413794393534
D00211	0.774867712818746	0.860175798758897	0.875717939967439	0.881207715961096	0.906904322676417	0.929255312795409	0.903011893439297	0.930354246335923	0.924416299212431	0.979051511543929	0.908817975996074	0.86173644232306	0.532135678580912	1	0.878153830132706	0.924491915299033	0.698081148921782	0.671607707070981	0.911668138788375	0.93645862897275	0.796237777781078	0.683361871845386	0.841596965007135	0.630801454895281	0.84499278165365	0.860438468656764	0.710904247867948	0.866730204274641	0.666235818335133	0.717268834977756	0.829498830264553	0.829203514844688	0.81664434040612	0.721190535271442	0.828567854569083	0.751987986806438	0.842702920397926	0.828684907632878	0.779277280997338	0.74231764072555	0.700659043145096	0.641094424299679	0.77580395775432	0.524808181291283	0.944373086074774	0.792074634458583	0.723680486844074	0.929271030945655	0.935792483886378	0.853131605833772	0.890359872320635	0.925868159741636	0.724267871736517	0.555546520129946
D00246	0.971506191612936	0.975155514726692	0.960952608305396	0.933768861898189	0.941591272876784	0.942723729858238	0.967093315385367	0.922436831200583	0.941168900986202	0.844251953876546	0.973135456601474	0.83073105848341	0.830964000135289	0.878153830132706	1	0.905573455137777	0.935690465346358	0.928531664953348	0.853573800798333	0.865852686535717	0.892016674607312	0.851983476267231	0.980821024465219	0.914954416113809	0.968535026731972	0.972648917338229	0.947157966070503	0.978255339588764	0.93129436450779	0.930639513558778	0.970812075818526	0.884606942342602	0.9282491539708	0.923386888265693	0.908915066825137	0.931591198881334	0.937925317075641	0.93304727049201	0.940987078252899	0.940998931124479	0.938799280490167	0.884298468798959	0.955220014713989	0.843463908693784	0.89819139864579	0.941577313655309	0.931190200724513	0.800311562201824	0.949624731098293	0.977529743332231	0.90105559470705	0.85338310566036	0.648304590845537	0.822637764803395
D00279	0.858435631958558	0.906139639361888	0.928044572246149	0.951051658166425	0.94468672106657	0.940931550304633	0.948801794628396	0.941399593110659	0.99119104871603	0.908229711049812	0.908939085373091	0.830866332232121	0.662070775700792	0.924491915299033	0.905573455137777	1	0.770805862663365	0.748668210405796	0.90064929246585	0.918080734269153	0.907742715863022	0.833277229989985	0.909744204334542	0.73976981139075	0.904890828323647	0.915336516163349	0.798887967290322	0.912067026998348	0.75818897986709	0.807848065794893	0.850182845168035	0.929307943170941	0.859973628621605	0.873137673577091	0.860045457242485	0.855519014865771	0.889040222158334	0.88193874039745	0.86310257480132	0.846147975093121	0.779189768380436	0.787580096467872	0.872818005661598	0.652502261770831	0.932945379648175	0.918322669375325	0.832439257933539	0.869185945858407	0.949120365592336	0.901039168830843	0.968510464288792	0.940128573119477	0.769394832206614	0.66620909634614
D00299	0.958135002604432	0.905384728490876	0.89389538784214	0.845866941357319	0.837400190565797	0.83899242868646	0.884781983798145	0.795630202020739	0.829859811300073	0.652536017207082	0.877458336847135	0.723332041857622	0.88906293758403	0.698081148921782	0.935690465346358	0.770805862663365	1	0.995660608057224	0.748335835809837	0.73843502049928	0.844961660306912	0.867846913708766	0.924391650151381	0.968047745028785	0.916691736480206	0.924353897853793	0.972318114304166	0.928409629569121	0.973615666854942	0.944668442366076	0.955678280687675	0.825658895848104	0.876758225037887	0.921624069999332	0.810095558941251	0.929811812629608	0.847259044949306	0.838547175781316	0.900517353191122	0.940945313582079	0.94765137760874	0.905723096802235	0.914259578946319	0.923195237070437	0.774834715186643	0.897011840205278	0.931379190784873	0.650998958617219	0.825484481792897	0.936639524304655	0.790674505589908	0.703655642451624	0.538775958290514	0.881777044461394
D00312	0.956085241242495	0.896866325600139	0.880891208705561	0.826853025422532	0.816589124972277	0.817425243546031	0.86940654266374	0.772752362497	0.80986227040088	0.626235924370797	0.87091117545279	0.705822768451885	0.899249627056337	0.671607707070981	0.928531664953348	0.748668210405796	0.995660608057224	1	0.716253447254343	0.707513075754754	0.829550435761754	0.858414049309697	0.917942074221941	0.976802164210887	0.906198945289556	0.912502954861684	0.974112889361061	0.916643888711891	0.980282411891333	0.939710349205179	0.944617242698181	0.808330185476963	0.87170725489073	0.920973848938712	0.809753735926164	0.928075831973261	0.845172589930757	0.838663121380624	0.903115173688458	0.944549443806465	0.957420472963627	0.916855255441653	0.913872260727791	0.938557592343676	0.744747155778079	0.890580992417163	0.941065659486556	0.623500803883158	0.807203133859407	0.927989829362551	0.768808454886513	0.675845669236731	0.510974494485267	0.894053425703311
D00316	0.786065563376856	0.845104952744728	0.849308944907488	0.873270127401207	0.88419283138838	0.916468502613235	0.891497036678025	0.895100401986077	0.906505242640313	0.886377973503011	0.859750473268033	0.788380437957909	0.575181284788005	0.911668138788375	0.853573800798333	0.90064929246585	0.748335835809837	0.716253447254343	1	0.90153875874909	0.812855324856129	0.720751423386565	0.838093544768256	0.663055542635456	0.841853259151837	0.850547075178796	0.733096849982514	0.858602234614542	0.689518967481491	0.739080483480037	0.808697213887428	0.828009676305227	0.790463974767519	0.750773036487322	0.800001499899987	0.765216496070179	0.830924951770953	0.802679979083946	0.783856334041647	0.747792406763042	0.704800842555929	0.666817975593733	0.769686937257967	0.564556160119271	0.89346834443626	0.797006462701391	0.725706985048739	0.833261935278884	0.903154843483403	0.845497057365375	0.883829354681506	0.890159943153019	0.731935234097157	0.589219847444814
D00327	0.778937725932725	0.871250066844147	0.872474052344374	0.90467260678042	0.931415610324971	0.920056209571284	0.905564053745418	0.952181358160694	0.917215944912827	0.9047962667997	0.857531288779173	0.76308685859064	0.567845249200975	0.93645862897275	0.865852686535717	0.918080734269153	0.73843502049928	0.707513075754754	0.90153875874909	1	0.857093902815801	0.720126618079516	0.856759834114671	0.653173369166816	0.880538025840457	0.874063446196969	0.721221547018698	0.873768683588704	0.679684454571901	0.727470965355068	0.808455348478035	0.83027674778165	0.822536596398913	0.739378865129936	0.753487386742772	0.730960761328487	0.789628125554545	0.788054191745354	0.75472652271284	0.732579605326717	0.684036534685067	0.639402848710715	0.785303080528954	0.533800849737067	0.932334488647536	0.79857778587722	0.7090931741473	0.877803622224913	0.900457402856552	0.842427530388194	0.90091864569177	0.927924693285578	0.742069266091863	0.545932447409714
D00348	0.88545577768781	0.907242025913965	0.894339130554772	0.906646365908411	0.910722874453069	0.885894979742965	0.915882356460387	0.900642564857778	0.921968381428717	0.753290712389535	0.83907095700427	0.704825989341369	0.821528639827959	0.796237777781078	0.892016674607312	0.907742715863022	0.844961660306912	0.829550435761754	0.812855324856129	0.857093902815801	1	0.928356265893892	0.907393446112853	0.838217387400048	0.931256476457764	0.911477172844901	0.863125064931964	0.915066361270896	0.836695414977691	0.893314258209516	0.853864951615343	0.945949783849673	0.881743526591259	0.914836144486831	0.768949474753587	0.879018562194693	0.825595827264899	0.823836246162619	0.86754815089295	0.89082370754056	0.812779705147587	0.855649886267337	0.919077754355978	0.774716063029882	0.878596792791322	0.915471959126816	0.878269035266394	0.734527678580492	0.895508212674965	0.908407043172279	0.920307002123552	0.882932609899047	0.684066866278244	0.713815358348592
D00443	0.889899415494061	0.838719778869851	0.875813682142444	0.8689155816179	0.803327147837031	0.804670795376016	0.860351268069642	0.787219034244975	0.867136465739664	0.649183690347963	0.800498667160441	0.775798561805269	0.844515496664005	0.683361871845386	0.851983476267231	0.833277229989985	0.867846913708766	0.858414049309697	0.720751423386565	0.720126618079516	0.928356265893892	1	0.861545925120108	0.875065017543176	0.859772952310621	0.896237949600618	0.890230477601649	0.872971823737917	0.87145643608034	0.90491552711056	0.861885704890296	0.931983470820274	0.849988183019539	0.934564431608072	0.770453681267314	0.924999164351445	0.808388410577247	0.798624959913898	0.873325636954192	0.916680244260416	0.847112514132866	0.90633904368506	0.886814725545339	0.853499970157127	0.78549517988193	0.928380420724485	0.903353907456925	0.689582326185618	0.837406667649961	0.896098191464121	0.857703833672361	0.769409859364378	0.705527830914169	0.822455159150775
D00462	0.962990080886687	0.972086510526115	0.947652191120077	0.931924820273618	0.941709861568044	0.922350745924956	0.954290390766564	0.912338051780344	0.93931673988308	0.810334878281717	0.954444615792584	0.785325327007009	0.831020431797207	0.841596965007135	0.980821024465219	0.909744204334542	0.924391650151381	0.917942074221941	0.838093544768256	0.856759834114671	0.907393446112853	0.861545925120108	1	0.923420715875749	0.984942584120979	0.977655068661253	0.952045073382323	0.98252615388424	0.936427496668158	0.913401233538684	0.939453066373937	0.883189837861609	0.9189129386814	0.940378890007644	0.904170565295498	0.924684491433831	0.935613346082489	0.938221025686575	0.94297063818727	0.938372219476361	0.934484816993861	0.894024430389035	0.966476125479211	0.841390712187953	0.881544553367316	0.950924961005141	0.928327283151501	0.748861434748329	0.935856729214356	0.962231366128725	0.916271989244518	0.857629808134612	0.648385246252841	0.83175604296374
D00506	0.957561751461463	0.889010974189915	0.861930499558938	0.808365927274521	0.795836027759153	0.788278368082708	0.847342423699306	0.743115175543665	0.797659857076499	0.590149834913319	0.854361248834017	0.679581472399573	0.944520689201502	0.630801454895281	0.914954416113809	0.73976981139075	0.968047745028785	0.976802164210887	0.663055542635456	0.653173369166816	0.838217387400048	0.875065017543176	0.923420715875749	1	0.90711309964808	0.906386847048633	0.990326752843208	0.913327949047178	0.997293599623555	0.956202072703363	0.924945346017838	0.807409408545432	0.859104726520689	0.946398568093649	0.814534380119132	0.940318271567601	0.847851786949567	0.844492501154085	0.918988409005453	0.959755838919206	0.966867024441434	0.950098410154268	0.938488614760879	0.974318838757521	0.714275618440593	0.909062081078127	0.955548298155732	0.564501141713816	0.797465657857975	0.91709576654689	0.762691740771162	0.660970632765306	0.483448784409798	0.906930291347083
D00554	0.946645918086102	0.975052180112805	0.938001199186683	0.932952973560452	0.957407008669716	0.934969868069875	0.959474706196652	0.927164587127191	0.933355867225475	0.799811008035365	0.923547891274114	0.746575685839778	0.831698315115505	0.84499278165365	0.968535026731972	0.904890828323647	0.916691736480206	0.906198945289556	0.841853259151837	0.880538025840457	0.931256476457764	0.859772952310621	0.984942584120979	0.90711309964808	1	0.973596456666703	0.940062797337634	0.986618756219804	0.919532731502994	0.912996574975706	0.924507831881515	0.888846606217305	0.934264328922545	0.919584594787069	0.841311079347289	0.895190353677003	0.884399123446157	0.887581510290118	0.90284228336384	0.915366803637013	0.891008045484847	0.860947455644209	0.95122515618333	0.812369675639116	0.904870064268442	0.925563417197166	0.905246359565933	0.759952213242849	0.928053217130834	0.955625460860104	0.915972953969586	0.873605470127997	0.630465671040118	0.775113524482867
D00565	0.956836183564966	0.962602995537882	0.970795263867767	0.962102197826542	0.9398291856289	0.938805721115749	0.966826045248178	0.924494032358069	0.947415923080307	0.824067325103048	0.945700381990145	0.845953106845203	0.810429895124513	0.860438468656764	0.972648917338229	0.915336516163349	0.924353897853793	0.912502954861684	0.850547075178796	0.874063446196969	0.911477172844901	0.896237949600618	0.977655068661253	0.906386847048633	0.973596456666703	1	0.945024421620574	0.986835322969586	0.923074281927341	0.913139000793339	0.949426386901089	0.903584119104167	0.926513082923695	0.931512212551534	0.881399115327058	0.934020359630777	0.906570738868193	0.903188885602643	0.919610720557438	0.934701942024114	0.908138364759761	0.88054898668435	0.935703004169737	0.824243334046045	0.901535457149759	0.952380385715149	0.918641895587089	0.821898000975458	0.940115212030826	0.972383841934355	0.925533826925028	0.875328164300956	0.724848649080159	0.825957395440342
D00577	0.972723089898007	0.918541987898503	0.902817604696095	0.855072261294778	0.842680486584974	0.845139316488179	0.894165873327543	0.798543979461734	0.853375381168549	0.672346616902847	0.894340792957842	0.749582282146118	0.919002793014351	0.710904247867948	0.947157966070503	0.798887967290322	0.972318114304166	0.974112889361061	0.733096849982514	0.721221547018698	0.863125064931964	0.890230477601649	0.952045073382323	0.990326752843208	0.940062797337634	0.945024421620574	1	0.953309967798355	0.996033182746288	0.962482859965265	0.954737952592179	0.851054837550858	0.894101980654153	0.952360042554247	0.845357259634134	0.954604230823105	0.876414516721918	0.868371504252404	0.92974948087105	0.9664906463154	0.963483206840316	0.940481596923003	0.947091402763631	0.947198346406593	0.782932298280313	0.930348933983884	0.957452411522674	0.650775914076539	0.851817385870542	0.948152511436138	0.816755311648064	0.731895665119281	0.541008650014604	0.898159243883048
D00585	0.95734645132748	0.970223991394109	0.956707315173171	0.935769880192215	0.944747213371747	0.947310892260461	0.967033591698625	0.921873158367832	0.943216774373549	0.830402574069378	0.946141963823892	0.811433364858698	0.824144643727899	0.866730204274641	0.978255339588764	0.912067026998348	0.928409629569121	0.916643888711891	0.858602234614542	0.873768683588704	0.915066361270896	0.872971823737917	0.98252615388424	0.913327949047178	0.986618756219804	0.986835322969586	0.953309967798355	1	0.930662614553342	0.923575821837117	0.954310471547158	0.903445528503705	0.940022761326865	0.928060813943852	0.868684461666554	0.930083145170526	0.901753037542745	0.894226864737149	0.915969322755523	0.935984408981844	0.905596823345176	0.876164032237554	0.941745386581851	0.827346802343319	0.916580939080466	0.93573846075142	0.921350582186245	0.805776577291575	0.941671724150099	0.975894252890941	0.920226242824649	0.875420306836353	0.657147075017248	0.807807922753013
D00586	0.965828317284728	0.902795286012262	0.881525097381622	0.825244569266222	0.814194078758275	0.812279979296339	0.866720577710928	0.764497149865592	0.816745622359473	0.62650373967804	0.878172056039518	0.714784603027153	0.925308624214605	0.666235818335133	0.93129436450779	0.75818897986709	0.973615666854942	0.980282411891333	0.689518967481491	0.679684454571901	0.836695414977691	0.87145643608034	0.936427496668158	0.997293599623555	0.919532731502994	0.923074281927341	0.996033182746288	0.930662614553342	1	0.95400491186731	0.942382977474057	0.81691617862922	0.875095379057102	0.94439396374458	0.834337387002125	0.946228060312877	0.863696433982246	0.858617485407841	0.924288692950801	0.961928435273936	0.971466082052332	0.94348627413307	0.939104966059081	0.963278577701422	0.742007748734814	0.913698760013733	0.955436973331082	0.601605229030463	0.819762439409842	0.932497005333953	0.779697789381192	0.686083644846466	0.500411932266633	0.911370568132744
D00596	0.94979876973506	0.899338516977163	0.88887387180392	0.846947797336199	0.839162781433632	0.839992235626838	0.886627976088807	0.806638451359883	0.856166396138969	0.685554851064484	0.863529955277785	0.731556926111134	0.95204116535282	0.717268834977756	0.930639513558778	0.807848065794893	0.944668442366076	0.939710349205179	0.739080483480037	0.727470965355068	0.893314258209516	0.90491552711056	0.913401233538684	0.956202072703363	0.912996574975706	0.913139000793339	0.962482859965265	0.923575821837117	0.95400491186731	1	0.949835055557472	0.880294372775773	0.877065864037745	0.939310790854321	0.806335767044578	0.942024116476826	0.846660507155661	0.838764662263112	0.90945398105458	0.953356848195442	0.925172364951479	0.9243013882388	0.938614216879501	0.929788618225124	0.788647844076692	0.928448906436789	0.942637583197276	0.669581477871604	0.850427244505212	0.929928297395243	0.811262760944354	0.734629530233252	0.553754415151545	0.832082190646004
D00627	0.95969305949544	0.926812305082627	0.943287156637026	0.887153271496362	0.882613641490229	0.899607747366935	0.930324767570912	0.858006597376927	0.900221173459958	0.802970444391264	0.948211031738859	0.850107043621629	0.838604873972411	0.829498830264553	0.970812075818526	0.850182845168035	0.955678280687675	0.944617242698181	0.808697213887428	0.808455348478035	0.853864951615343	0.861885704890296	0.939453066373937	0.924945346017838	0.924507831881515	0.949426386901089	0.954737952592179	0.954310471547158	0.942382977474057	0.949835055557472	1	0.881444406025636	0.898108883094709	0.912427086136539	0.886082036719273	0.946887768528153	0.906717390134931	0.892958644518645	0.925983049512417	0.944800870212879	0.942572386565922	0.886787495323804	0.9221080690638	0.874037977617397	0.862478812431876	0.92481084432217	0.927226164396	0.782231562710455	0.90701487700414	0.966551497798785	0.846736299155524	0.795760514895051	0.615348995450986	0.853352540761524
