	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.965604996402839	0.984807428587513	0.970829051086461	0.949834764648481	0.974878724522291	0.977251513394027	0.978156822887402	0.960972132848023	0.954616328428722	0.909933487464909	1	0.965318965608586	0.980724308046269	0.928368087995762	0.993648589804877	0.93348734195119	0.954444349898059	0.957852062768593	0.877583590936002	0.900188291583379	0.942629482772457	0.904610853481227	0.980585109277838	0.96957013171996	0.970633992903659	0.980907775651589	0.976850168383824	0.97543113309083	0.97377456031507	0.979592897996983	0.975612960245603	0.930508700562477	0.958056067479882	0.910253607564132	0.95289581200928	0.952473120697425	0.95096531685541	0.948499190272648	0.944113971285252	0.960960982099665	0.967656961327195	0.918955825619361	0.966991932301841	0.9439212312705	0.928335146454743	0.926350418992355	0.946110797483218	0.905266148532231	0.976075057959386	0.987332647546435	0.91848136092736	0.939400826767824	0.843867818827931	0.90694663991066
D00187	0.920991517819208	0.936737939975772	0.93123238789458	0.923813571320763	0.930185839342038	0.951795000506275	0.947813235520529	0.92420161058087	0.945883687267581	0.911266086855199	0.965318965608586	1	0.937812767010564	0.925924497519456	0.949442571033239	0.930696979455307	0.892447265212101	0.892617211922394	0.8662193803194	0.868887642255858	0.924471338201669	0.909097577145033	0.940133039349486	0.921551533821462	0.932567906809294	0.955684720285191	0.943445021073839	0.952367834966331	0.927934556501219	0.940900320905162	0.93439896469796	0.92603474250406	0.934038894480991	0.889930037790014	0.932859541874526	0.93921095131429	0.928246807138225	0.914307202364976	0.922896712891339	0.941011086397707	0.917751271066816	0.90067290241285	0.938317125984942	0.906072506814992	0.932222081579262	0.907876346363257	0.928041895266248	0.928350198220519	0.967247875372225	0.958998049994525	0.90752884629177	0.935941723342093	0.860340042376745	0.867417379259092
D00188	0.980870609119339	0.983933313833193	0.973487389120581	0.956981695317654	0.969237142639002	0.961669151705905	0.977461989239205	0.940959154613167	0.954548682999508	0.853999716941208	0.980724308046269	0.937812767010564	1	0.868840730552215	0.9824043634751	0.935895147901478	0.966552171825861	0.972289321821804	0.84647085679056	0.863280093517972	0.945170535271006	0.925456453900559	0.98406951523807	0.990838527611937	0.966931450640006	0.976372189341524	0.988662417832787	0.965605762392429	0.989861946531324	0.986026606990576	0.962454160815825	0.93479874468477	0.953600037437102	0.935183924914941	0.951736580484701	0.963358723172711	0.952919986163636	0.955063434078477	0.951982930222473	0.970926259455277	0.98235897378278	0.943952600984959	0.975318332517283	0.970523013559909	0.894469359857575	0.94346151705574	0.960523187637474	0.857600092667866	0.959663365214692	0.983915042207408	0.922995556274508	0.918370469223591	0.845329138945711	0.938252789251676
D00211	0.815661553012047	0.882569135038849	0.845744051710246	0.816381371743406	0.888209056183796	0.911172294118467	0.874561062773053	0.924811367844562	0.855357263602628	0.970486733185255	0.928368087995762	0.925924497519456	0.868840730552215	1	0.932526552609894	0.823323941467218	0.862150589845207	0.85491483031355	0.86235239692064	0.950635814547595	0.85626700090472	0.760638915697967	0.883128397182118	0.833601622305985	0.921310121054802	0.906022960799605	0.874729402337362	0.934845657217049	0.855542158458534	0.882570334698498	0.932060199947651	0.815456250830459	0.90443390317503	0.737237458877599	0.805169188482417	0.814628413237126	0.809619248628956	0.794553273833974	0.796917803127877	0.829469351927152	0.809235136751276	0.743895030411963	0.840595262369846	0.772820886524633	0.954821711306289	0.769272902208588	0.802219450626132	0.965670761133058	0.905524546909516	0.893337759071925	0.800308417020949	0.8944446674766	0.706485588072368	0.706953309673823
D00246	0.957503833148801	0.982675873106519	0.961066955473425	0.935430521649753	0.972399533791456	0.971466521222994	0.970404008225267	0.964312909568216	0.938134364101752	0.910734398981226	0.993648589804877	0.949442571033239	0.9824043634751	0.932526552609894	1	0.911731283764701	0.97272071883505	0.975210488799353	0.872223203046727	0.920750047991197	0.934081561942014	0.884774040261588	0.979460850873042	0.970711572379671	0.979991476544745	0.980193360897915	0.97938913020861	0.980829333958861	0.977872763612503	0.978579054010333	0.986392078356491	0.909225813060067	0.965852661274242	0.887208806305517	0.924551762540884	0.933436316697188	0.927109624718449	0.926600376438868	0.921176325872947	0.945146347012428	0.95744946146923	0.896199841802028	0.953436540947669	0.931983218026947	0.928817439522346	0.903234031015251	0.929027576546774	0.909367354145972	0.960964342033604	0.981237210856977	0.898665361977001	0.926313040627016	0.81040157419524	0.891793839643005
D00279	0.954975282096687	0.948616847591741	0.970005868093562	0.984381914670489	0.959636461910143	0.946011984373516	0.977113767420893	0.931798525428975	0.996555996179359	0.824616067303423	0.93348734195119	0.930696979455307	0.935895147901478	0.823323941467218	0.911731283764701	1	0.864769784931966	0.865704307232204	0.848031191619258	0.821412460068286	0.982017702805786	0.981230076974092	0.954752994321048	0.922228670025456	0.916923521171134	0.950233918750536	0.923270294625416	0.919470383190798	0.909748630017067	0.944034195370825	0.867994063815025	0.995483612459813	0.903741850909249	0.974575299958017	0.97250677707734	0.976206893498756	0.974035756810464	0.973518102073136	0.969159590274274	0.972291983124684	0.941317533461247	0.969110930498601	0.973613282474038	0.925916857838784	0.893022838920171	0.987072909524911	0.963541420013133	0.845416206103284	0.976029546408064	0.956234878073035	0.98657191012564	0.961034235927717	0.955847362950343	0.928309954882211
D00299	0.9448782338781	0.957004930243066	0.935896123971353	0.907193167894125	0.947399191893603	0.945301568175576	0.940176050271654	0.925736581795337	0.895717232094248	0.840776070694945	0.954444349898059	0.892447265212101	0.966552171825861	0.862150589845207	0.97272071883505	0.864769784931966	1	0.992959657589265	0.87289807016059	0.889359577669798	0.899917904578144	0.860164230762998	0.957844582673778	0.968099930427335	0.956419121098114	0.953247065453954	0.968979912916593	0.952488455410913	0.973953997128923	0.962867319520903	0.975246274346405	0.867152130341623	0.933400749330721	0.864055496438368	0.885611500281802	0.904857268707201	0.900386934805159	0.894453526306433	0.897891434292849	0.913798199631434	0.944571412180641	0.870532418332521	0.920074254002947	0.923443808935807	0.880103581520532	0.872423306152392	0.896367935902079	0.837586086071012	0.912403931325452	0.953597540431014	0.86149966978457	0.874124351361066	0.772911049145582	0.892923950744276
D00312	0.950661120745507	0.958732009534166	0.938412019440987	0.908594238798955	0.94003017870325	0.94151939691339	0.943659216130651	0.918658881587351	0.896002838916944	0.832768415435306	0.957852062768593	0.892617211922394	0.972289321821804	0.85491483031355	0.975210488799353	0.865704307232204	0.992959657589265	1	0.858144742089032	0.873455202896777	0.895443963887648	0.860542846827576	0.957151552057309	0.973758600608293	0.951468507108934	0.950523773183034	0.970574559273341	0.947002102790898	0.9783034800595	0.95817090559767	0.966171022462505	0.870008387729051	0.94308568163066	0.869638014351471	0.893678113247287	0.908374715612182	0.906460825818349	0.902763887447942	0.904435708720578	0.922389507030856	0.954671503119746	0.884217966422727	0.922706337953339	0.933602245832883	0.858155900160287	0.875636463571015	0.913632911949172	0.83936938447008	0.9086436252166	0.954182082843349	0.859630895584069	0.866288869135517	0.770786045280066	0.903168123481044
D00316	0.832886369540917	0.861119875773468	0.854214135629507	0.844314391532727	0.873297110008111	0.920244683224226	0.871083302946466	0.884186389720358	0.868000482291923	0.85091900862554	0.877583590936002	0.8662193803194	0.84647085679056	0.86235239692064	0.872223203046727	0.848031191619258	0.87289807016059	0.858144742089032	1	0.871497170323603	0.869573253436844	0.815562741854086	0.874732215499255	0.831785364900299	0.878454278170986	0.883400290765481	0.855431775720657	0.885689459222795	0.838546160206801	0.862502554520913	0.860407330470765	0.844553638699656	0.840717594297033	0.796618536716873	0.830114430748222	0.836572914036192	0.874634130941911	0.82666675317573	0.857424997274599	0.838486322579503	0.822680665250903	0.789178823229655	0.846238343820471	0.791989942604781	0.877596219831307	0.817963500321514	0.811639066258636	0.841201163728555	0.886395613802294	0.87326725794391	0.839678514255683	0.879668716713539	0.786792141243312	0.767876979151059
D00327	0.816735508927391	0.88476343408982	0.854364557832848	0.831256172578264	0.906273708004667	0.895391481308176	0.876985712235579	0.950486812970188	0.856044298084463	0.934328958210815	0.900188291583379	0.868887642255858	0.863280093517972	0.950635814547595	0.920750047991197	0.821412460068286	0.889359577669798	0.873455202896777	0.871497170323603	1	0.881483819501724	0.773277585416775	0.897318732689804	0.832609557052433	0.937720518104017	0.913007540294169	0.868187191797599	0.931613312121437	0.850373909141558	0.881584808803773	0.918893559775274	0.815563124211422	0.88702394778229	0.738195229640454	0.777589131227326	0.794548613509849	0.791191220340151	0.792368879337827	0.775977216288088	0.81080714147628	0.801224717762871	0.728606241002281	0.832742040044185	0.749637553392161	0.943871039123472	0.776120272652651	0.773081640884832	0.925937537867591	0.890195301441289	0.879209200233459	0.8131790904443	0.898901893659211	0.728562737699341	0.713660189782068
D00348	0.957349731912564	0.96453158201616	0.978541215147708	0.98327752371914	0.978114586414585	0.960497038041964	0.983323686991518	0.966734351286842	0.989075114786305	0.847512878871224	0.942629482772457	0.924471338201669	0.945170535271006	0.85626700090472	0.934081561942014	0.982017702805786	0.899917904578144	0.895443963887648	0.869573253436844	0.881483819501724	1	0.973636063446422	0.967973493535093	0.931770770383606	0.945856139444816	0.969592119992022	0.935191625444579	0.943273353792477	0.923101060603052	0.95863293336904	0.898659113296411	0.984025771492562	0.922926396882997	0.955137800524661	0.949328515899323	0.964520166607527	0.956358747250606	0.958277685277119	0.952301111060262	0.962318467265594	0.9381941453943	0.942948887251812	0.969496470360833	0.917608258990199	0.923737601282855	0.968308176933443	0.941619979989093	0.861507902858252	0.981808747289635	0.969083161843659	0.982238127424876	0.976897854352798	0.938548341482295	0.918192181888428
D00443	0.957631689101154	0.933962472888932	0.964828965721996	0.981820679562164	0.938443250897562	0.924376037198338	0.96282706098638	0.901960115867999	0.978221311696841	0.758919671417989	0.904610853481227	0.909097577145033	0.925456453900559	0.760638915697967	0.884774040261588	0.981230076974092	0.860164230762998	0.860542846827576	0.815562741854086	0.773277585416775	0.973636063446422	1	0.9383693922041	0.924150456375642	0.890574513149503	0.93584304870596	0.916286170988153	0.893376164170875	0.907164093529382	0.931416074369329	0.844011599595074	0.985463085138338	0.881638418531021	0.982711435987142	0.963629344810535	0.976893521227225	0.965244463692762	0.965537435744459	0.966535254510186	0.966051656255613	0.941912777906883	0.974190575954877	0.963649158882027	0.938038579615063	0.851771742009069	0.986274058168027	0.955673496594536	0.78517987575938	0.955598324319255	0.94669537949583	0.981234672964359	0.936129515225288	0.966341400565328	0.953038710508801
D00462	0.976793608034755	0.9879736649828	0.983288123743382	0.972549801991336	0.985820405393897	0.969175754977379	0.986389992187774	0.96730194633972	0.971871369941211	0.873024898743749	0.980585109277838	0.940133039349486	0.98406951523807	0.883128397182118	0.979460850873042	0.954752994321048	0.957844582673778	0.957151552057309	0.874732215499255	0.897318732689804	0.967973493535093	0.9383693922041	1	0.981475734882105	0.984894895927769	0.994537559542843	0.98630068326353	0.980409022380213	0.980871924477132	0.981815282136254	0.954733861346172	0.951643458851004	0.945476925822688	0.939102445801793	0.955313243735311	0.96170848763298	0.957730565978449	0.962749257647346	0.951445913810047	0.967467361801659	0.972176353873135	0.936624655328469	0.979575314560033	0.948136815581826	0.917965252136512	0.954969368573524	0.948908667042771	0.870332446768766	0.976428639195178	0.984047772460815	0.953433609934195	0.956909005472932	0.879110378118704	0.935905540731271
D00506	0.986677633013798	0.978015964832629	0.972113897227055	0.954448715513383	0.957659050657578	0.954912732617374	0.970013640191237	0.920885070333078	0.940895152437917	0.815463829442971	0.96957013171996	0.921551533821462	0.990838527611937	0.833601622305985	0.970711572379671	0.922228670025456	0.968099930427335	0.973758600608293	0.831785364900299	0.832609557052433	0.931770770383606	0.924150456375642	0.981475734882105	1	0.957934840244245	0.973019923411214	0.993912095624959	0.958500764607919	0.997967900750289	0.978422564282789	0.953013095932105	0.923229148851781	0.937878062794798	0.939907531849894	0.951285809468384	0.965364942747782	0.951770146269781	0.952291960682187	0.954108831989796	0.96787058302567	0.987715139868986	0.946528693539677	0.969162593934951	0.981851997261481	0.862542772698933	0.940566857159856	0.956127543884678	0.816673700597456	0.945103371569738	0.979983655759632	0.921065290253979	0.906393764339904	0.843216401946297	0.96092493251024
D00554	0.939672428960606	0.971105222195554	0.951330035919764	0.933893626718008	0.971941688741647	0.959859323701006	0.962710166753034	0.976596641018209	0.94103165147223	0.905870896033801	0.970633992903659	0.932567906809294	0.966931450640006	0.921310121054802	0.979991476544745	0.916923521171134	0.956419121098114	0.951468507108934	0.878454278170986	0.937720518104017	0.945856139444816	0.890574513149503	0.984894895927769	0.957934840244245	1	0.987048098194244	0.975521475285055	0.989913050455756	0.965801062664005	0.972367324706607	0.964393622478612	0.913127758161873	0.957464799148004	0.881737406043987	0.903539397818516	0.919441629133861	0.909773950203396	0.917082432176726	0.901955787159701	0.92999612028921	0.930624466003474	0.8796858067454	0.946607276898411	0.902835032291406	0.942089747397105	0.902790355330294	0.906459745502405	0.903875773676222	0.958916303657976	0.966274676692455	0.915375996205088	0.948860694364734	0.820747779727867	0.877073399881561
D00565	0.967271258244862	0.984489018038151	0.979842902059439	0.968683213144939	0.983167943716579	0.972709600264576	0.984278615311054	0.974170027113456	0.970077645760633	0.890422689654047	0.980907775651589	0.955684720285191	0.976372189341524	0.906022960799605	0.980193360897915	0.950233918750536	0.953247065453954	0.950523773183034	0.883400290765481	0.913007540294169	0.969592119992022	0.93584304870596	0.994537559542843	0.973019923411214	0.987048098194244	1	0.983835879886865	0.98713745140463	0.97513579062399	0.978263675063307	0.959002910530988	0.948637009835652	0.948683937727748	0.927664017616494	0.94420188371318	0.958306286008867	0.946821614643503	0.948750655780039	0.940667564058522	0.962452931281253	0.958638564673687	0.924297143370714	0.972447420347798	0.936456581857942	0.934134945746194	0.944141481712731	0.94028631101351	0.894016597418718	0.979365634019469	0.984667327871425	0.950146449426702	0.965648384407639	0.877579407147947	0.920600168804838
D00577	0.973759469335184	0.975777284116228	0.964264617311513	0.946185556377884	0.95950779374247	0.964694966410809	0.969485591161635	0.934614184628863	0.944071580944374	0.856680601688921	0.976850168383824	0.943445021073839	0.988662417832787	0.874729402337362	0.97938913020861	0.923270294625416	0.968979912916593	0.970574559273341	0.855431775720657	0.868187191797599	0.935191625444579	0.916286170988153	0.98630068326353	0.993912095624959	0.975521475285055	0.983835879886865	1	0.980277967347796	0.997342245815961	0.979788032717824	0.96696466233656	0.92209938183543	0.94874586367771	0.923152227675608	0.940763316553309	0.959036740119331	0.942940968501565	0.938531755875936	0.943483671518706	0.961975276825354	0.971837218661186	0.928965320152096	0.964516142393	0.963999480973439	0.897169389611119	0.928664096564071	0.946319266217134	0.85847749835915	0.955349723637907	0.982565335571037	0.92032909676557	0.924977685795353	0.835631661972335	0.937123380682294
D00585	0.939007644331598	0.969924437018557	0.947823290041738	0.929659204009253	0.963943854512608	0.969646258693789	0.962162369959542	0.963698675594061	0.942833171641228	0.921058686278548	0.97543113309083	0.952367834966331	0.965605762392429	0.934845657217049	0.980829333958861	0.919470383190798	0.952488455410913	0.947002102790898	0.885689459222795	0.931613312121437	0.943273353792477	0.893376164170875	0.980409022380213	0.958500764607919	0.989913050455756	0.98713745140463	0.980277967347796	1	0.968186852118168	0.968384611896686	0.970909911798043	0.915731621009979	0.95350720259123	0.883598648542563	0.909106703555407	0.930839743254615	0.915240231474481	0.908829127497308	0.910147271567434	0.936092003594863	0.929574285013203	0.883825431066938	0.945227739867062	0.909459866202601	0.955008190734378	0.900538393237439	0.912498865120981	0.9186229883665	0.964345501690238	0.973298047474398	0.915249995407103	0.951778764006155	0.829150594732817	0.87757561673646
D00586	0.977402460403474	0.975565628541573	0.963372974570464	0.941723860289552	0.954475607980519	0.956564104116826	0.964328843450036	0.923752401073795	0.931815157397681	0.835476668332382	0.97377456031507	0.927934556501219	0.989861946531324	0.855542158458534	0.977872763612503	0.909748630017067	0.973953997128923	0.9783034800595	0.838546160206801	0.850373909141558	0.923101060603052	0.907164093529382	0.980871924477132	0.997967900750289	0.965801062664005	0.97513579062399	0.997342245815961	0.968186852118168	1	0.977631185311308	0.965411660145687	0.909844188763082	0.943696030725076	0.920844484012993	0.938582381324806	0.954753544103719	0.939600895358169	0.93799744473876	0.941211113090449	0.95872710984666	0.97881336960545	0.928764284293058	0.960797484673198	0.971651427082103	0.874558410416525	0.923540644473685	0.945049377003844	0.83484664721769	0.942858150198309	0.978845545660171	0.907527128444137	0.905222970946313	0.821670144833541	0.94419533042169
D00596	0.977480159429782	0.983412430756687	0.977163382752974	0.96232244518815	0.979918694829823	0.974359675937008	0.981703067033608	0.959810132969415	0.961281115180541	0.867101957235331	0.979592897996983	0.940900320905162	0.986026606990576	0.882570334698498	0.978579054010333	0.944034195370825	0.962867319520903	0.95817090559767	0.862502554520913	0.881584808803773	0.95863293336904	0.931416074369329	0.981815282136254	0.978422564282789	0.972367324706607	0.978263675063307	0.979788032717824	0.968384611896686	0.977631185311308	1	0.969626522801126	0.944055588347988	0.96150256845255	0.935107322416746	0.951751609258587	0.965592021358789	0.954823708167413	0.957997295880196	0.953931655286713	0.968108190194932	0.972586043928031	0.937191981097149	0.97124727371152	0.958791197661718	0.919697902960212	0.944032644136526	0.951408331685884	0.870056651250409	0.970366166313066	0.988080414985219	0.935206882903732	0.93766123199785	0.866310532166642	0.931247268094934
D00627	0.928040301818316	0.956122710992749	0.927950463488107	0.895506407178276	0.948120894028565	0.954639055451233	0.938673841046604	0.939000171803284	0.899713544473686	0.907718584161667	0.975612960245603	0.93439896469796	0.962454160815825	0.932060199947651	0.986392078356491	0.867994063815025	0.975246274346405	0.966171022462505	0.860407330470765	0.918893559775274	0.898659113296411	0.844011599595074	0.954733861346172	0.953013095932105	0.964393622478612	0.959002910530988	0.96696466233656	0.970909911798043	0.965411660145687	0.969626522801126	1	0.866017996341763	0.947126532201409	0.843832403602877	0.887245204111621	0.903632537546394	0.890561621984788	0.883721958265201	0.887304618976761	0.911774566257129	0.928989612612944	0.851961444750262	0.917297137002888	0.907411902346269	0.92696474633825	0.859117448642875	0.889541965223595	0.900115525777537	0.933201926027213	0.961836321136707	0.854842036060546	0.89585830186829	0.763463403957325	0.857584912030847
