	 D00040	 D00066	 D00067	 D00075	 D00088	 D00094	 D00105	 D00129	 D00143	 D00163	 D00182	 D00187	 D00188	 D00211	 D00246	 D00279	 D00299	 D00312	 D00316	 D00327	 D00348	 D00443	 D00462	 D00506	 D00554	 D00565	 D00577	 D00585	 D00586	 D00596	 D00627	 D00690	 D00730	 D00898	 D00930	 D00950	 D00951	 D00954	 D00956	 D00961	 D00962	 D00965	 D01115	 D01132	 D01161	 D01217	 D01294	 D01387	 D01441	 D01689	 D02217	 D02367	 D04066	 D05341
D00188	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00211	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00246	0.00000	0.04790	0.00000	0.03420	0.00000	0.00000	0.14880	0.01630	0.00000	0.00000	0.01050	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.02930	0.00000	0.00000	0.00000	0.00000	0.00000	0.00590	0.00000	0.00560	0.00000	0.02220	0.08020	0.19210	0.00000	0.00000	0.00000	0.02320	0.07280	0.00000	0.00000	0.01030	0.03580	0.01910	0.00000	0.00000	0.00000	0.00000	0.00000	0.04530	0.07750	0.00000	0.00000	0.00000	0.00000	0.00000	
D00279	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00299	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00312	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00316	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00327	0.00000	0.03420	0.00000	0.25010	0.00000	0.00000	0.02210	0.00000	0.00000	0.00000	0.01710	0.00000	0.00000	0.00000	0.02930	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00890	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02450	0.00610	0.00000	0.00000	0.01540	0.00000	0.02910	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00348	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00443	0.00000	0.10150	0.00000	0.00320	0.00000	0.00000	0.10810	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00890	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11250	0.00000	0.00000	0.00000	0.00000	0.09840	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00462	0.00000	0.03540	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09470	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03810	0.00000	0.00000	0.00000	0.00000	0.00000	
D00506	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00554	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00565	0.00000	0.00990	0.00000	0.07900	0.00000	0.00000	0.06370	0.00460	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00590	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.08520	0.00000	0.22290	0.00440	0.00000	0.00000	0.00000	0.03810	0.05950	0.00000	0.00000	0.13010	0.00560	0.00570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.07250	0.00000	0.11200	0.00000	0.00000	0.00000	
D00577	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00585	0.00000	0.07990	0.00000	0.01170	0.00000	0.00000	0.08320	0.00000	0.00000	0.00000	0.00710	0.00000	0.00000	0.00000	0.00560	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.06360	0.00080	0.00000	0.00000	0.00000	0.13780	0.10850	0.00000	0.00000	0.01580	0.06390	0.00000	0.03280	0.00000	0.14080	0.00000	0.00000	0.00000	0.02210	0.00000	0.02350	0.00000	0.00000	0.00000	
D00586	0.00000	0.02470	0.00000	0.05530	0.00000	0.00000	0.03930	0.00710	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.09470	0.00000	0.00000	0.08520	0.00000	0.00000	1.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.04190	0.02920	0.00000	0.00000	0.08950	0.00000	0.00860	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02070	0.00000	0.01380	0.00000	0.00000	0.00000	
D00596	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.01660	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02220	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00260	0.00000	0.00000	0.00000	0.00150	0.01140	0.00000	0.00000	0.05580	0.00000	0.00010	0.00070	0.00000	0.00000	0.00000	0.00000	0.00000	0.05580	0.00000	0.00000	0.00000	0.00000	0.00000	
D00627	0.00000	0.04960	0.00000	0.02310	0.00000	0.00000	0.09110	0.00250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22290	0.00000	0.06360	0.00010	0.00000	1.00000	0.00940	0.00000	0.00000	0.00000	0.16670	0.02560	0.00000	0.00000	0.01140	0.00510	0.00010	0.01040	0.00000	0.00000	0.00000	0.00000	0.00000	0.07030	0.00000	0.00050	0.00000	0.00000	0.00000	
D00690	0.00000	0.05750	0.00000	0.02550	0.00000	0.00000	0.10830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00440	0.00000	0.00080	0.00000	0.00260	0.00940	1.00000	0.00000	0.00000	0.00000	0.13210	0.03250	0.00000	0.00000	0.00010	0.02880	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.54050	0.05330	0.00000	0.00000	0.00000	0.00000	0.00000	
D00730	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00898	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00930	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00950	0.00000	0.25290	0.00000	0.06590	0.00000	0.00000	0.24240	0.05910	0.00000	0.00000	0.15080	0.00000	0.00000	0.00000	0.02320	0.00000	0.00000	0.00000	0.00000	0.02450	0.00000	0.11250	0.00000	0.00000	0.00000	0.03810	0.00000	0.13780	0.04190	0.00150	0.16670	0.13210	0.00000	0.00000	0.00000	1.00000	0.20870	0.00000	0.00000	0.08910	0.06300	0.00930	0.01880	0.00000	0.06750	0.00000	0.00000	0.06020	0.09500	0.00000	0.05530	0.00000	0.00000	0.00000	
D00951	0.00000	0.32700	0.00000	0.06540	0.00000	0.00000	0.32610	0.04490	0.00000	0.00000	0.28970	0.00000	0.00000	0.00000	0.07280	0.00000	0.00000	0.00000	0.00000	0.00610	0.00000	0.00000	0.00000	0.00000	0.00000	0.05950	0.00000	0.10850	0.02920	0.01140	0.02560	0.03250	0.00000	0.00000	0.00000	0.20870	1.00000	0.00000	0.00000	0.05100	0.12470	0.00560	0.01920	0.00000	0.01990	0.00000	0.00000	0.00000	0.11410	0.00000	0.10930	0.00000	0.00000	0.00000	
D00954	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00956	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00961	0.00000	0.05610	0.00000	0.14650	0.00000	0.00000	0.09400	0.04850	0.00000	0.00000	0.07670	0.00000	0.00000	0.00000	0.01030	0.00000	0.00000	0.00000	0.00000	0.01540	0.00000	0.00000	0.00000	0.00000	0.00000	0.13010	0.00000	0.01580	0.08950	0.05580	0.01140	0.00010	0.00000	0.00000	0.00000	0.08910	0.05100	0.00000	0.00000	1.00000	0.02450	0.29020	0.00730	0.00000	0.05490	0.00000	0.00000	0.00010	0.10650	0.00000	0.04450	0.00000	0.00000	0.00000	
D00962	0.00000	0.12020	0.00000	0.07570	0.00000	0.00000	0.09800	0.00010	0.00000	0.00000	0.02350	0.00000	0.00000	0.00000	0.03580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09840	0.00000	0.00000	0.00000	0.00560	0.00000	0.06390	0.00000	0.00000	0.00510	0.02880	0.00000	0.00000	0.00000	0.06300	0.12470	0.00000	0.00000	0.02450	1.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.03690	0.04770	0.00000	0.12790	0.00000	0.00000	0.00000	
D00965	0.00000	0.01320	0.00000	0.10850	0.00000	0.00000	0.01330	0.02660	0.00000	0.00000	0.01570	0.00000	0.00000	0.00000	0.01910	0.00000	0.00000	0.00000	0.00000	0.02910	0.00000	0.00010	0.00000	0.00000	0.00000	0.00570	0.00000	0.00000	0.00860	0.00010	0.00010	0.00020	0.00000	0.00000	0.00000	0.00930	0.00560	0.00000	0.00000	0.29020	0.00020	1.00000	0.00000	0.00000	0.00590	0.00000	0.00000	0.00030	0.13660	0.00000	0.00000	0.00000	0.00000	0.00000	
D01115	0.00000	0.01750	0.00000	0.07150	0.00000	0.00000	0.00250	0.01780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.03280	0.00000	0.00070	0.01040	0.00000	0.00000	0.00000	0.00000	0.01880	0.01920	0.00000	0.00000	0.00730	0.00000	0.00000	1.00000	0.00000	0.10750	0.00000	0.00000	0.00000	0.00360	0.00000	0.04360	0.00000	0.00000	0.00000	
D01132	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01161	0.00000	0.03260	0.00000	0.03840	0.00000	0.00000	0.02990	0.00490	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06750	0.01990	0.00000	0.00000	0.05490	0.00000	0.00590	0.10750	0.00000	1.00000	0.00000	0.00000	0.00000	0.07850	0.00000	0.07680	0.00000	0.00000	0.00000	
D01217	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01294	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01387	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.54050	0.00000	0.00000	0.00000	0.06020	0.00000	0.00000	0.00000	0.00010	0.03690	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
