	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.63265306122449	0.461538461538462	0.586206896551724	0.572413793103448	0.435897435897436	0.669014084507042	0.697986577181208	0.487341772151899	0.813953488372093	0.83206106870229	1	0.62987012987013	0.782945736434108	0.878048780487805	0.829457364341085	0.910569105691057	0.310344827586207	0.439393939393939	0.538461538461538	0.422360248447205	0.362162162162162	0.325581395348837	0.423728813559322	0.425414364640884	0.367567567567568	0.474860335195531	0.425414364640884	0.463541666666667	0.425414364640884	0.541095890410959	0.548611111111111	0.619047619047619	0.450292397660819	0.640845070422535	0.792307692307692	0.752066115702479	0.8	0.590909090909091	0.815384615384615	0.71830985915493	0.815384615384615	0.673333333333333	0.51937984496124	0.462068965517241	0.497175141242938	0.66412213740458	0.817460317460317	0.784615384615385	0.677852348993289	0.63758389261745	0.607594936708861	0.427083333333333	0.367875647668394	0.255102040816327
D00187	0.464705882352941	0.281081081081081	0.38953488372093	0.394117647058824	0.259459459459459	0.405714285714286	0.523255813953488	0.318918918918919	0.735714285714286	0.638157894736842	0.62987012987013	1	0.757352941176471	0.678321678321678	0.725352112676056	0.659863945578231	0.275641025641026	0.391608391608392	0.421768707482993	0.375722543352601	0.403225806451613	0.5	0.426229508196721	0.443243243243243	0.357512953367876	0.414507772020725	0.443243243243243	0.380952380952381	0.443243243243243	0.471698113207547	0.536423841059603	0.61437908496732	0.494186046511628	0.415204678362573	0.635135135135135	0.473333333333333	0.613793103448276	0.46	0.622516556291391	0.497041420118343	0.689655172413793	0.468926553672316	0.366666666666667	0.372670807453416	0.405128205128205	0.436708860759494	0.535483870967742	0.650684931506849	0.541666666666667	0.488235294117647	0.47752808988764	0.415	0.4	0.349206349206349
D00188	0.594405594405594	0.367088607594937	0.503448275862069	0.510489510489511	0.341772151898734	0.52027027027027	0.662068965517241	0.39375	0.964601769911504	0.740458015267176	0.782945736434108	0.757352941176471	1	0.871794871794872	0.947826086956522	0.84297520661157	0.37984496124031	0.53448275862069	0.566666666666667	0.476190476190476	0.355932203389831	0.384615384615385	0.47239263803681	0.50920245398773	0.393063583815029	0.456647398843931	0.50920245398773	0.415789473684211	0.50920245398773	0.613636363636364	0.701612903225806	0.62589928057554	0.396449704142012	0.534722222222222	0.782258064516129	0.6	0.789915966386555	0.571428571428571	0.806451612903226	0.611111111111111	0.898305084745763	0.572368421052632	0.472	0.481481481481481	0.397790055248619	0.572519083969466	0.669230769230769	0.746031746031746	0.555555555555556	0.496774193548387	0.475609756097561	0.393617021276596	0.377049180327869	0.314606741573034
D00211	0.601398601398601	0.427631578947368	0.531468531468531	0.539007092198582	0.401315789473684	0.591549295774648	0.668965517241379	0.417721518987342	0.905982905982906	0.761538461538461	0.878048780487805	0.678321678321678	0.871794871794872	1	0.923076923076923	0.898305084745763	0.345864661654135	0.491666666666667	0.575	0.453333333333333	0.361581920903955	0.339506172839506	0.44311377245509	0.461538461538462	0.367231638418079	0.429378531073446	0.461538461538462	0.40625	0.461538461538462	0.597014925373134	0.606060606060606	0.669117647058823	0.402366863905325	0.585714285714286	0.834710743801653	0.634146341463415	0.87719298245614	0.617886178861789	0.875	0.640845070422535	0.875	0.6	0.528925619834711	0.488888888888889	0.459770114942529	0.604651162790698	0.703125	0.713178294573643	0.625850340136054	0.563758389261745	0.547770700636943	0.437158469945355	0.375	0.277173913043478
D00246	0.636363636363636	0.40506329113924	0.544827586206897	0.552447552447552	0.379746835443038	0.560810810810811	0.703448275862069	0.43125	0.982608695652174	0.733333333333333	0.829457364341085	0.725352112676056	0.947826086956522	0.923076923076923	1	0.861788617886179	0.404580152671756	0.559322033898305	0.616666666666667	0.496644295302013	0.359116022099448	0.3875	0.473053892215569	0.508982035928144	0.395480225988701	0.474285714285714	0.508982035928144	0.432291666666667	0.508982035928144	0.58695652173913	0.669230769230769	0.622377622377622	0.398843930635838	0.576388888888889	0.7734375	0.622047244094488	0.809917355371901	0.569230769230769	0.825396825396825	0.63013698630137	0.916666666666667	0.590909090909091	0.496062992125984	0.482014388489209	0.430939226519337	0.618320610687023	0.689393939393939	0.738461538461539	0.594771241830065	0.535483870967742	0.51219512195122	0.410526315789474	0.394594594594595	0.318681318681319
D00279	0.585034013605442	0.416666666666667	0.537931034482759	0.524137931034483	0.391025641025641	0.619718309859155	0.651006711409396	0.425	0.87603305785124	0.849206349206349	0.910569105691057	0.659863945578231	0.84297520661157	0.898305084745763	0.861788617886179	1	0.335766423357664	0.475806451612903	0.531746031746032	0.441558441558442	0.353591160220994	0.331325301204819	0.432748538011696	0.450867052023121	0.359116022099448	0.468571428571429	0.450867052023121	0.457446808510638	0.450867052023121	0.579710144927536	0.588235294117647	0.626760563380282	0.460606060606061	0.63768115942029	0.779527559055118	0.694214876033058	0.786885245901639	0.573643410852713	0.7890625	0.692857142857143	0.7890625	0.648648648648649	0.465116279069767	0.453900709219858	0.482758620689655	0.610687022900763	0.761904761904762	0.8	0.653061224489796	0.590604026845638	0.573248407643312	0.397905759162304	0.381720430107527	0.257894736842105
D00299	0.392592592592593	0.257142857142857	0.338345864661654	0.343511450381679	0.421487603305785	0.35036496350365	0.358108108108108	0.307142857142857	0.410852713178295	0.261744966442953	0.310344827586207	0.275641025641026	0.37984496124031	0.345864661654135	0.404580152671756	0.335766423357664	1	0.642857142857143	0.465346534653465	0.393700787401575	0.273885350318471	0.385826771653543	0.265822784810127	0.329032258064516	0.264150943396226	0.316770186335404	0.329032258064516	0.272222222222222	0.329032258064516	0.478632478632479	0.568807339449541	0.291666666666667	0.281045751633987	0.350746268656716	0.302158273381295	0.367521367521368	0.320610687022901	0.206106870229008	0.333333333333333	0.288590604026846	0.383458646616541	0.267515923566879	0.230769230769231	0.24031007751938	0.401315789473684	0.371900826446281	0.311111111111111	0.313868613138686	0.311258278145695	0.324137931034483	0.294871794871795	0.233333333333333	0.254437869822485	0.235668789808917
D00312	0.392592592592593	0.257142857142857	0.338345864661654	0.343511450381679	0.264705882352941	0.35036496350365	0.511278195488722	0.307142857142857	0.568965517241379	0.382352941176471	0.439393939393939	0.391608391608392	0.53448275862069	0.491666666666667	0.559322033898305	0.475806451612903	0.642857142857143	1	0.465346534653465	0.393700787401575	0.273885350318471	0.385826771653543	0.265822784810127	0.329032258064516	0.264150943396226	0.316770186335404	0.329032258064516	0.272222222222222	0.329032258064516	0.330769230769231	0.401639344262295	0.441860465116279	0.420289855072464	0.350746268656716	0.436507936507937	0.367521367521368	0.466101694915254	0.338983050847458	0.472	0.432835820895522	0.533333333333333	0.401408450704225	0.230769230769231	0.24031007751938	0.275449101796407	0.371900826446281	0.475	0.475409836065574	0.311258278145695	0.324137931034483	0.294871794871795	0.233333333333333	0.254437869822485	0.235668789808917
D00316	0.622950819672131	0.524590163934426	0.540983606557377	0.55	0.491803278688525	0.57258064516129	0.54014598540146	0.473282442748092	0.6	0.434782608695652	0.538461538461538	0.421768707482993	0.566666666666667	0.575	0.616666666666667	0.531746031746032	0.465346534653465	0.465346534653465	1	0.484126984126984	0.346153846153846	0.357664233576642	0.5	0.5	0.517985611510791	0.48	0.5	0.431137724550898	0.5	0.464	0.521008403361345	0.451851851851852	0.279503105590062	0.605042016806723	0.515873015873016	0.666666666666667	0.619469026548673	0.460869565217391	0.577235772357724	0.507462686567164	0.616666666666667	0.471830985915493	0.555555555555556	0.517857142857143	0.429487179487179	0.6	0.558333333333333	0.461538461538462	0.507246376811594	0.53030303030303	0.50354609929078	0.389221556886228	0.337349397590361	0.283018867924528
D00327	0.445859872611465	0.34375	0.382165605095541	0.387096774193548	0.335443037974684	0.382716049382716	0.395348837209302	0.414012738853503	0.503401360544218	0.367469879518072	0.422360248447205	0.375722543352601	0.476190476190476	0.453333333333333	0.496644295302013	0.441558441558442	0.393700787401575	0.393700787401575	0.484126984126984	1	0.373563218390805	0.279761904761905	0.373563218390805	0.33879781420765	0.325966850828729	0.328042328042328	0.33879781420765	0.288461538461538	0.33879781420765	0.413333333333333	0.47887323943662	0.315789473684211	0.211340206185567	0.375	0.41025641025641	0.391608391608392	0.422818791946309	0.349315068493151	0.467105263157895	0.32	0.47682119205298	0.352272727272727	0.396946564885496	0.372413793103448	0.3125	0.474820143884892	0.341614906832298	0.422077922077922	0.419161676646707	0.350877192982456	0.346368715083799	0.359375	0.450867052023121	0.23936170212766
D00348	0.428571428571429	0.322222222222222	0.38728323699422	0.391812865497076	0.314606741573034	0.436046511627907	0.398936170212766	0.368715083798883	0.363128491620112	0.308900523560209	0.362162162162162	0.403225806451613	0.355932203389831	0.361581920903955	0.359116022099448	0.353591160220994	0.273885350318471	0.273885350318471	0.346153846153846	0.373563218390805	1	0.545454545454545	0.357512953367876	0.410526315789474	0.369791666666667	0.383838383838384	0.410526315789474	0.366197183098592	0.410526315789474	0.366279069767442	0.370588235294118	0.51219512195122	0.465909090909091	0.365168539325843	0.437869822485207	0.39622641509434	0.350574712643678	0.257142857142857	0.374301675977654	0.329842931937173	0.374301675977654	0.366492146596859	0.279503105590062	0.305882352941176	0.470588235294118	0.317919075144509	0.350282485875706	0.322404371584699	0.52046783625731	0.539393939393939	0.517241379310345	0.79746835443038	0.376884422110553	0.391304347826087
D00443	0.378048780487805	0.222857142857143	0.317073170731707	0.320987654320988	0.213872832369942	0.335329341317365	0.350282485875706	0.262857142857143	0.392405063291139	0.284090909090909	0.325581395348837	0.5	0.384615384615385	0.339506172839506	0.3875	0.331325301204819	0.385826771653543	0.385826771653543	0.357664233576642	0.279761904761905	0.545454545454545	1	0.367816091954023	0.461077844311377	0.365714285714286	0.428571428571429	0.461077844311377	0.390625	0.461077844311377	0.343949044585987	0.402684563758389	0.503355704697987	0.602739726027397	0.343558282208589	0.335365853658537	0.375	0.31055900621118	0.209876543209877	0.337349397590361	0.306818181818182	0.3875	0.302197802197802	0.22972972972973	0.27741935483871	0.442528735632184	0.307692307692308	0.327160493827161	0.337423312883436	0.493670886075949	0.513157894736842	0.490683229813665	0.43646408839779	0.373626373626374	0.397590361445783
D00462	0.388888888888889	0.322222222222222	0.333333333333333	0.337078651685393	0.3	0.349726775956284	0.348717948717949	0.310160427807487	0.478787878787879	0.38121546961326	0.423728813559322	0.426229508196721	0.47239263803681	0.44311377245509	0.473053892215569	0.432748538011696	0.265822784810127	0.265822784810127	0.5	0.373563218390805	0.357512953367876	0.367816091954023	1	0.810810810810811	0.865248226950355	0.779220779220779	0.810810810810811	0.701754385964912	0.810810810810811	0.390532544378698	0.429447852760736	0.441860465116279	0.29	0.357541899441341	0.412790697674419	0.3875	0.432926829268293	0.366459627329193	0.413793103448276	0.322916666666667	0.447058823529412	0.318181818181818	0.420689655172414	0.305882352941176	0.368159203980099	0.407407407407407	0.342696629213483	0.390804597701149	0.485714285714286	0.435028248587571	0.508571428571429	0.441624365482233	0.323671497584541	0.27363184079602
D00506	0.497076023391813	0.311827956989247	0.421965317919075	0.426900584795322	0.290322580645161	0.4375	0.446236559139785	0.335106382978723	0.515151515151515	0.383783783783784	0.425414364640884	0.443243243243243	0.50920245398773	0.461538461538462	0.508982035928144	0.450867052023121	0.329032258064516	0.329032258064516	0.5	0.33879781420765	0.410526315789474	0.461077844311377	0.810810810810811	1	0.805369127516778	0.904761904761905	1	0.810975609756098	1	0.417647058823529	0.475308641975309	0.520958083832335	0.353846153846154	0.464705882352941	0.439306358381503	0.490196078431373	0.43452380952381	0.291428571428571	0.456647398843931	0.405405405405405	0.508982035928144	0.397905759162304	0.316770186335404	0.416149068322981	0.433673469387755	0.418181818181818	0.432748538011696	0.417142857142857	0.511363636363636	0.529411764705882	0.607142857142857	0.510416666666667	0.333333333333333	0.364583333333333
D00554	0.402234636871508	0.335195530726257	0.346368715083799	0.350282485875706	0.312849162011173	0.362637362637363	0.360824742268041	0.366666666666667	0.4	0.31413612565445	0.367567567567568	0.357512953367876	0.393063583815029	0.367231638418079	0.395480225988701	0.359116022099448	0.264150943396226	0.264150943396226	0.517985611510791	0.325966850828729	0.369791666666667	0.365714285714286	0.865248226950355	0.805369127516778	1	0.774193548387097	0.805369127516778	0.697674418604651	0.805369127516778	0.372093023255814	0.36046511627907	0.439306358381503	0.341968911917098	0.370786516853933	0.378531073446328	0.40251572327044	0.396449704142012	0.38125	0.379888268156425	0.335078534031414	0.411428571428571	0.32994923857868	0.361842105263158	0.319526627218935	0.38	0.37125748502994	0.355932203389831	0.327868852459016	0.434065934065934	0.448863636363636	0.522988505747126	0.454081632653061	0.285046728971963	0.272277227722772
D00565	0.514450867052023	0.344086021505376	0.473684210526316	0.461988304093567	0.32258064516129	0.471590909090909	0.462765957446808	0.396739130434783	0.479768786127168	0.431693989071038	0.474860335195531	0.414507772020725	0.456647398843931	0.429378531073446	0.474285714285714	0.468571428571429	0.316770186335404	0.316770186335404	0.48	0.328042328042328	0.383838383838384	0.428571428571429	0.779220779220779	0.904761904761905	0.774193548387097	1	0.904761904761905	0.87037037037037	0.904761904761905	0.372222222222222	0.424418604651163	0.485714285714286	0.370558375634518	0.482558139534884	0.408839779005525	0.549668874172185	0.387640449438202	0.281767955801105	0.409836065573771	0.437837837837838	0.457627118644068	0.414507772020725	0.305389221556886	0.368421052631579	0.44949494949495	0.47239263803681	0.485207100591716	0.468208092485549	0.528089887640449	0.564705882352941	0.642857142857143	0.48	0.336448598130841	0.326732673267327
D00577	0.497076023391813	0.311827956989247	0.421965317919075	0.426900584795322	0.290322580645161	0.4375	0.446236559139785	0.335106382978723	0.515151515151515	0.383783783783784	0.425414364640884	0.443243243243243	0.50920245398773	0.461538461538462	0.508982035928144	0.450867052023121	0.329032258064516	0.329032258064516	0.5	0.33879781420765	0.410526315789474	0.461077844311377	0.810810810810811	1	0.805369127516778	0.904761904761905	1	0.810975609756098	1	0.417647058823529	0.475308641975309	0.520958083832335	0.353846153846154	0.464705882352941	0.439306358381503	0.490196078431373	0.43452380952381	0.291428571428571	0.456647398843931	0.405405405405405	0.508982035928144	0.397905759162304	0.316770186335404	0.416149068322981	0.433673469387755	0.418181818181818	0.432748538011696	0.417142857142857	0.511363636363636	0.529411764705882	0.607142857142857	0.510416666666667	0.333333333333333	0.364583333333333
D00585	0.468421052631579	0.420212765957447	0.415789473684211	0.405263157894737	0.295566502463054	0.46031746031746	0.424390243902439	0.349753694581281	0.436842105263158	0.44559585492228	0.463541666666667	0.380952380952381	0.415789473684211	0.40625	0.432291666666667	0.457446808510638	0.272222222222222	0.272222222222222	0.431137724550898	0.288461538461538	0.366197183098592	0.390625	0.701754385964912	0.810975609756098	0.697674418604651	0.87037037037037	0.810975609756098	1	0.810975609756098	0.353846153846154	0.386243386243386	0.457894736842105	0.366666666666667	0.47027027027027	0.387755102040816	0.530487804878049	0.367875647668394	0.257575757575758	0.388888888888889	0.429292929292929	0.417525773195876	0.407766990291262	0.277173913043478	0.349462365591398	0.535353535353535	0.412087912087912	0.472527472527473	0.441489361702128	0.513089005235602	0.546448087431694	0.61878453038674	0.455813953488372	0.402777777777778	0.301369863013699
D00586	0.497076023391813	0.311827956989247	0.421965317919075	0.426900584795322	0.290322580645161	0.4375	0.446236559139785	0.335106382978723	0.515151515151515	0.383783783783784	0.425414364640884	0.443243243243243	0.50920245398773	0.461538461538462	0.508982035928144	0.450867052023121	0.329032258064516	0.329032258064516	0.5	0.33879781420765	0.410526315789474	0.461077844311377	0.810810810810811	1	0.805369127516778	0.904761904761905	1	0.810975609756098	1	0.417647058823529	0.475308641975309	0.520958083832335	0.353846153846154	0.464705882352941	0.439306358381503	0.490196078431373	0.43452380952381	0.291428571428571	0.456647398843931	0.405405405405405	0.508982035928144	0.397905759162304	0.316770186335404	0.416149068322981	0.433673469387755	0.418181818181818	0.432748538011696	0.417142857142857	0.511363636363636	0.529411764705882	0.607142857142857	0.510416666666667	0.333333333333333	0.364583333333333
D00596	0.486666666666667	0.327044025157233	0.439189189189189	0.445205479452055	0.4375	0.496598639455782	0.447852760736196	0.371069182389937	0.595588235294118	0.506756756756757	0.541095890410959	0.471698113207547	0.613636363636364	0.597014925373134	0.58695652173913	0.579710144927536	0.478632478632479	0.330769230769231	0.464	0.413333333333333	0.366279069767442	0.343949044585987	0.390532544378698	0.417647058823529	0.372093023255814	0.372222222222222	0.417647058823529	0.353846153846154	0.417647058823529	1	0.872727272727273	0.463576158940397	0.350877192982456	0.489655172413793	0.542857142857143	0.547619047619048	0.540740740740741	0.419117647058824	0.564285714285714	0.436708860759494	0.564285714285714	0.409638554216867	0.420634920634921	0.433823529411765	0.48502994011976	0.477941176470588	0.472222222222222	0.535714285714286	0.512987012987013	0.474025974025974	0.436363636363636	0.374331550802139	0.342391304347826	0.265193370165746
D00627	0.556338028169014	0.331210191082803	0.485915492957746	0.492857142857143	0.443661971830986	0.503448275862069	0.509677419354839	0.358490566037736	0.6796875	0.513698630136986	0.548611111111111	0.536423841059603	0.701612903225806	0.606060606060606	0.669230769230769	0.588235294117647	0.568807339449541	0.401639344262295	0.521008403361345	0.47887323943662	0.370588235294118	0.402684563758389	0.429447852760736	0.475308641975309	0.36046511627907	0.424418604651163	0.475308641975309	0.386243386243386	0.475308641975309	0.872727272727273	1	0.469798657718121	0.308571428571429	0.496503496503497	0.550724637681159	0.556451612903226	0.548872180451128	0.364285714285714	0.572463768115942	0.442307692307692	0.643939393939394	0.414634146341463	0.42741935483871	0.440298507462687	0.490909090909091	0.530769230769231	0.47887323943662	0.58955223880597	0.519736842105263	0.480263157894737	0.441717791411043	0.378378378378378	0.376404494382022	0.312138728323699
D00690	0.493670886075949	0.341317365269461	0.448717948717949	0.454545454545455	0.333333333333333	0.503225806451613	0.596153846153846	0.350877192982456	0.631205673758865	0.552631578947368	0.619047619047619	0.61437908496732	0.62589928057554	0.669117647058823	0.622377622377622	0.626760563380282	0.291666666666667	0.441860465116279	0.451851851851852	0.315789473684211	0.51219512195122	0.503355704697987	0.441860465116279	0.520958083832335	0.439306358381503	0.485714285714286	0.520958083832335	0.457894736842105	0.520958083832335	0.463576158940397	0.469798657718121	1	0.584415584415584	0.47741935483871	0.659420289855073	0.529411764705882	0.637037037037037	0.471428571428571	0.645390070921986	0.568627450980392	0.645390070921986	0.553459119496855	0.371428571428571	0.405405405405405	0.544378698224852	0.426666666666667	0.618705035971223	0.561643835616438	0.618421052631579	0.666666666666667	0.623376623376623	0.551724137931034	0.347150259067358	0.308108108108108
