DT_pair	Predicted_score_class1	Predicted_Class	Actual_Class
('D00410', 'hsa1549')	1.0	1	1
('D01977', 'hsa2261')	1.0	1	1
('D00160', 'hsa5646')	1.0	1	1
('D03781', 'hsa1555')	1.0	1	1
('D01441', 'hsa5979')	1.0	1	1
('D00340', 'hsa767')	1.0	1	1
('D01712', 'hsa5151')	1.0	1	1
('D01276', 'hsa54657')	1.0	1	1
('D03350', 'hsa2065')	1.0	1	1
('D01276', 'hsa54576')	1.0	1	1
('D03350', 'hsa2048')	1.0	1	1
('D00437', 'hsa29785')	1.0	1	1
('D03350', 'hsa2047')	1.0	1	1
('D02731', 'hsa5140')	1.0	1	1
('D03350', 'hsa2041')	1.0	1	1
('D02731', 'hsa5142')	1.0	1	1
('D00437', 'hsa1545')	1.0	1	1
('D02042', 'hsa8654')	1.0	1	1
('D00184', 'hsa80824')	1.0	1	1
('D03260', 'hsa5138')	1.0	1	1
('D01071', 'hsa1551')	1.0	1	1
('D00160', 'hsa5126')	1.0	1	1
('D00340', 'hsa760')	1.0	1	1
('D01071', 'hsa1580')	1.0	1	1
('D00158', 'hsa5742')	1.0	1	1
('D00528', 'hsa5140')	1.0	1	1
('D00528', 'hsa5137')	1.0	1	1
('D00437', 'hsa9420')	1.0	1	1
('D00437', 'hsa1581')	1.0	1	1
('D00151', 'hsa5742')	1.0	1	1
('D00538', 'hsa761')	1.0	1	1
('D00538', 'hsa765')	1.0	1	1
('D00538', 'hsa767')	1.0	1	1
('D03252', 'hsa5754')	1.0	1	1
('D00371', 'hsa50940')	1.0	1	1
('D00218', 'hsa23632')	1.0	1	1
('D01712', 'hsa5141')	1.0	1	1
('D03350', 'hsa2321')	1.0	1	1
('D03350', 'hsa2322')	1.0	1	1
('D00107', 'hsa8555')	1.0	1	1
('D02451', 'hsa1548')	1.0	1	1
('D00107', 'hsa5475')	1.0	1	1
('D00160', 'hsa23430')	1.0	1	1
('D03784', 'hsa1551')	1.0	1	1
('D02341', 'hsa5743')	1.0	1	1
('D00218', 'hsa760')	1.0	1	1
('D00652', 'hsa771')	1.0	1	1
('D00125', 'hsa7153')	1.0	1	1
('D00107', 'hsa22843')	1.0	1	1
('D02017', 'hsa5151')	1.0	1	1
('D01332', 'hsa242')	1.0	1	1
('D03350', 'hsa4920')	1.0	1	1
('D03350', 'hsa4916')	1.0	1	1
('D00218', 'hsa763')	1.0	1	1
('D01069', 'hsa1636')	1.0	1	1
('D00218', 'hsa759')	1.0	1	1
('D00107', 'hsa5495')	1.0	1	1
('D00107', 'hsa5501')	1.0	1	1
('D00107', 'hsa5531')	1.0	1	1
('D00107', 'hsa5537')	1.0	1	1
('D03350', 'hsa2264')	1.0	1	1
('D01071', 'hsa1577')	1.0	1	1
('D03350', 'hsa2263')	1.0	1	1
('D03350', 'hsa2051')	1.0	1	1
('D00184', 'hsa1846')	1.0	1	1
('D03350', 'hsa4921')	1.0	1	1
('D00184', 'hsa5499')	1.0	1	1
('D00574', 'hsa199974')	1.0	1	1
('D00184', 'hsa5501')	1.0	1	1
('D01441', 'hsa5607')	1.0	1	1
('D00655', 'hsa11238')	1.0	1	1
('D01441', 'hsa6725')	1.0	1	1
('D04024', 'hsa4058')	1.0	1	1
('D00109', 'hsa5742')	1.0	1	1
('D04023', 'hsa4920')	1.0	1	1
('D04023', 'hsa4486')	1.0	1	1
('D00574', 'hsa1572')	1.0	1	1
('D04023', 'hsa285220')	1.0	1	1
('D02451', 'hsa199974')	1.0	1	1
('D00574', 'hsa1549')	1.0	1	1
('D02451', 'hsa1588')	1.0	1	1
('D02451', 'hsa1577')	1.0	1	1
('D04024', 'hsa5156')	1.0	1	1
('D04023', 'hsa2047')	1.0	1	1
('D01712', 'hsa5142')	1.0	1	1
('D03350', 'hsa4915')	1.0	1	1
('D04023', 'hsa2046')	1.0	1	1
('D00107', 'hsa9647')	1.0	1	1
('D01441', 'hsa4067')	1.0	1	1
('D00107', 'hsa8556')	1.0	1	1
('D01712', 'hsa5144')	1.0	1	1
('D01712', 'hsa5149')	1.0	1	1
('D04024', 'hsa2322')	1.0	1	1
('D02698', 'hsa7153')	1.0	1	1
('D00107', 'hsa5536')	1.0	1	1
('D00107', 'hsa5500')	1.0	1	1
('D00184', 'hsa5536')	1.0	1	1
('D01133', 'hsa5152')	1.0	1	1
('D04024', 'hsa2044')	1.0	1	1
('D04024', 'hsa2041')	1.0	1	1
('D01704', 'hsa5141')	1.0	1	1
('D04024', 'hsa1956')	1.0	1	1
('D02350', 'hsa5743')	1.0	1	1
('D00968', 'hsa5742')	1.0	1	1
('D04023', 'hsa5159')	1.0	1	1
('D04023', 'hsa558')	1.0	1	1
('D04023', 'hsa5754')	1.0	1	1
('D00968', 'hsa5743')	1.0	1	1
('D01441', 'hsa7010')	1.0	1	1
('D04025', 'hsa2047')	1.0	1	1
('D01690', 'hsa27115')	1.0	1	1
('D04025', 'hsa2045')	1.0	1	1
('D01690', 'hsa5140')	1.0	1	1
('D00518', 'hsa771')	1.0	1	1
('D00107', 'hsa5494')	1.0	1	1
('D04024', 'hsa4233')	1.0	1	1
('D00437', 'hsa1562')	1.0	1	1
('D00437', 'hsa1576')	1.0	1	1
('D04025', 'hsa3815')	1.0	1	1
('D04025', 'hsa3791')	1.0	1	1
('D04025', 'hsa285220')	1.0	1	1
('D04024', 'hsa2324')	1.0	1	1
('D04024', 'hsa2264')	1.0	1	1
('D04025', 'hsa2321')	1.0	1	1
('D04025', 'hsa2048')	1.0	1	1
('D04024', 'hsa2049')	1.0	1	1
('D04024', 'hsa2321')	1.0	1	1
('D04024', 'hsa2042')	1.0	1	1
('D00043', 'hsa5122')	1.0	1	1
('D04024', 'hsa1436')	1.0	1	1
('D04024', 'hsa10461')	1.0	1	1
('D04023', 'hsa7301')	1.0	1	1
('D00394', 'hsa1582')	1.0	1	1
('D00574', 'hsa29785')	1.0	1	1
('D04023', 'hsa6098')	1.0	1	1
('D00574', 'hsa1555')	1.0	1	1
('D00107', 'hsa1848')	1.0	1	1
('D00417', 'hsa5152')	1.0	1	1
('D04023', 'hsa5979')	1.0	1	1
('D01133', 'hsa8622')	1.0	1	1
('D03845', 'hsa761')	1.0	1	1
('D00139', 'hsa260293')	1.0	1	1
('D00394', 'hsa1555')	1.0	1	1
('D00394', 'hsa1581')	1.0	1	1
('D01071', 'hsa260293')	1.0	1	1
('D01071', 'hsa1557')	1.0	1	1
('D03829', 'hsa4758')	1.0	1	1
('D00139', 'hsa1572')	1.0	1	1
('D00964', 'hsa199974')	1.0	1	1
('D00394', 'hsa64816')	1.0	1	1
('D00184', 'hsa9647')	1.0	1	1
('D00519', 'hsa759')	1.0	1	1
('D04023', 'hsa2041')	1.0	1	1
('D04023', 'hsa2042')	1.0	1	1
('D04023', 'hsa2044')	1.0	1	1
('D04023', 'hsa2051')	1.0	1	1
('D01441', 'hsa6416')	1.0	1	1
('D04023', 'hsa2064')	1.0	1	1
('D00519', 'hsa763')	1.0	1	1
('D00519', 'hsa767')	1.0	1	1
('D04023', 'hsa2324')	1.0	1	1
('D00528', 'hsa5151')	1.0	1	1
('D04023', 'hsa3643')	1.0	1	1
('D00184', 'hsa5531')	1.0	1	1
('D00960', 'hsa1544')	1.0	1	1
('D00184', 'hsa5475')	1.0	1	1
('D02731', 'hsa5138')	1.0	1	1
('D00960', 'hsa1573')	1.0	1	1
('D01441', 'hsa4914')	1.0	1	1
('D03736', 'hsa5596')	1.0	1	1
('D00960', 'hsa199974')	1.0	1	1
('D01582', 'hsa5742')	1.0	1	1
('D00960', 'hsa1577')	1.0	1	1
('D00652', 'hsa767')	1.0	1	1
('D00225', 'hsa1581')	1.0	1	1
('D04023', 'hsa4233')	1.0	1	1
('D00107', 'hsa1033')	1.0	1	1
('D01133', 'hsa27115')	1.0	1	1
('D04023', 'hsa3815')	1.0	1	1
('D01840', 'hsa5601')	1.0	1	1
('D04023', 'hsa2045')	1.0	1	1
('D04023', 'hsa1969')	1.0	1	1
('D01977', 'hsa2324')	1.0	1	1
('D01977', 'hsa2044')	1.0	1	1
('D01133', 'hsa5141')	1.0	1	1
('D03670', 'hsa64816')	1.0	1	1
('D01133', 'hsa5143')	1.0	1	1
('D01133', 'hsa5151')	1.0	1	1
('D01718', 'hsa5742')	1.0	1	1
('D00501', 'hsa8622')	1.0	1	1
('D01425', 'hsa1555')	1.0	1	1
('D03845', 'hsa771')	1.0	1	1
('D00501', 'hsa5337')	1.0	1	1
('D00501', 'hsa5330')	1.0	1	1
('D00501', 'hsa5146')	1.0	1	1
('D01747', 'hsa7153')	1.0	1	1
('D01767', 'hsa5743')	1.0	1	1
('D02580', 'hsa4128')	1.0	1	1
('D03845', 'hsa768')	1.0	1	1
('D03845', 'hsa765')	1.0	1	1
('D03845', 'hsa377677')	1.0	1	1
('D00810', 'hsa5743')	1.0	1	1
('D03670', 'hsa260293')	1.0	1	1
('D00340', 'hsa377677')	1.0	1	1
('D03252', 'hsa4915')	1.0	1	1
('D03260', 'hsa5137')	1.0	1	1
('D03218', 'hsa2049')	1.0	1	1
('D03218', 'hsa2045')	1.0	1	1
('D03218', 'hsa2041')	1.0	1	1
('D03218', 'hsa1956')	1.0	1	1
('D03252', 'hsa7301')	1.0	1	1
('D00043', 'hsa354')	1.0	1	1
('D00225', 'hsa1551')	1.0	1	1
('D00960', 'hsa1571')	1.0	1	1
('D03217', 'hsa5143')	1.0	1	1
('D02042', 'hsa27115')	1.0	1	1
('D00394', 'hsa1588')	1.0	1	1
('D03781', 'hsa260293')	1.0	1	1
('D03781', 'hsa1572')	1.0	1	1
('D03781', 'hsa1551')	1.0	1	1
('D04024', 'hsa2050')	1.0	1	1
('D03252', 'hsa7010')	1.0	1	1
('D04024', 'hsa2045')	1.0	1	1
('D04024', 'hsa1969')	1.0	1	1
('D01840', 'hsa5603')	1.0	1	1
('D03217', 'hsa8622')	1.0	1	1
('D03217', 'hsa8654')	1.0	1	1
('D03218', 'hsa2322')	1.0	1	1
('D03115', 'hsa5601')	1.0	1	1
('D03350', 'hsa2050')	1.0	1	1
('D03218', 'hsa3480')	1.0	1	1
('D03218', 'hsa4914')	1.0	1	1
('D03350', 'hsa4486')	1.0	1	1
('D03218', 'hsa4920')	1.0	1	1
('D00518', 'hsa767')	1.0	1	1
('D03350', 'hsa5156')	1.0	1	1
('D03218', 'hsa238')	1.0	1	1
('D04024', 'hsa285220')	1.0	1	1
('D00160', 'hsa5122')	1.0	1	1
('D03252', 'hsa2321')	1.0	1	1
('D03252', 'hsa5156')	1.0	1	1
('D03218', 'hsa3815')	1.0	1	1
('D03218', 'hsa3643')	1.0	1	1
('D00655', 'hsa768')	1.0	1	1
('D03218', 'hsa2066')	1.0	1	1
('D03218', 'hsa2044')	1.0	1	1
('D03218', 'hsa1436')	1.0	1	1
('D03252', 'hsa2064')	1.0	1	1
('D03218', 'hsa2260')	1.0	1	1
('D04024', 'hsa5979')	1.0	1	1
('D03252', 'hsa2045')	1.0	1	1
('D03252', 'hsa1969')	1.0	1	1
('D03252', 'hsa1956')	1.0	1	1
('D00501', 'hsa5138')	1.0	1	1
('D00501', 'hsa5144')	1.0	1	1
('D03252', 'hsa10461')	1.0	1	1
('D00139', 'hsa64816')	1.0	1	1
('D03218', 'hsa3791')	1.0	1	1
('D03218', 'hsa4916')	1.0	1	1
('D04024', 'hsa4914')	1.0	1	1
('D00231', 'hsa10846')	1.0	1	1
('D03217', 'hsa5137')	1.0	1	1
('D03218', 'hsa5156')	1.0	1	1
('D00655', 'hsa23632')	1.0	1	1
('D02290', 'hsa5743')	1.0	1	1
('D03218', 'hsa4486')	1.0	1	1
('D03218', 'hsa3645')	1.0	1	1
('D03252', 'hsa2041')	1.0	1	1
('D03252', 'hsa2046')	1.0	1	1
('D00653', 'hsa377677')	1.0	1	1
('D03350', 'hsa7301')	1.0	1	1
('D02229', 'hsa5140')	1.0	1	1
('D04023', 'hsa2260')	1.0	1	1
('D01425', 'hsa1565')	1.0	1	1
('D04023', 'hsa2066')	1.0	1	1
('D00160', 'hsa3001')	1.0	1	1
('D00160', 'hsa354')	1.0	1	1
('D00315', 'hsa5742')	1.0	1	1
('D02229', 'hsa10846')	1.0	1	1
('D01196', 'hsa766')	1.0	1	1
('D00501', 'hsa10846')	1.0	1	1
('D00394', 'hsa1580')	1.0	1	1
('D03778', 'hsa1562')	1.0	1	1
('D03778', 'hsa199974')	1.0	1	1
('D03260', 'hsa5136')	1.0	1	1
('D00231', 'hsa5143')	1.0	1	1
('D00231', 'hsa5142')	1.0	1	1
('D00225', 'hsa1555')	1.0	1	1
('D00043', 'hsa64499')	1.0	1	1
('D00225', 'hsa1584')	1.0	1	1
('D01977', 'hsa558')	1.0	1	1
('D03781', 'hsa1580')	1.0	1	1
('D00371', 'hsa5141')	1.0	1	1
('D01275', 'hsa7155')	1.0	1	1
('D00501', 'hsa5142')	1.0	1	1
('D02451', 'hsa1580')	1.0	1	1
('D01977', 'hsa2043')	1.0	1	1
('D03350', 'hsa1956')	1.0	1	1
('D02229', 'hsa5143')	1.0	1	1
('D00184', 'hsa5532')	1.0	1	1
('D02451', 'hsa260293')	1.0	1	1
('D00043', 'hsa23430')	1.0	1	1
('D03845', 'hsa767')	1.0	1	1
('D00394', 'hsa8529')	1.0	1	1
('D00970', 'hsa5743')	1.0	1	1
('D00380', 'hsa4051')	1.0	1	1
('D03218', 'hsa5754')	1.0	1	1
('D03115', 'hsa1432')	1.0	1	1
('D01071', 'hsa1548')	1.0	1	1
('D03218', 'hsa6098')	1.0	1	1
('D01071', 'hsa1553')	1.0	1	1
('D01133', 'hsa10846')	1.0	1	1
('D01071', 'hsa1573')	1.0	1	1
('D03218', 'hsa7010')	1.0	1	1
('D03778', 'hsa1577')	1.0	1	1
('D00139', 'hsa1551')	1.0	1	1
('D03784', 'hsa1562')	1.0	1	1
('D00904', 'hsa5742')	1.0	1	1
('D00542', 'hsa1551')	1.0	1	1
('D03784', 'hsa1548')	1.0	1	1
('D00542', 'hsa1580')	1.0	1	1
('D01071', 'hsa1579')	1.0	1	1
('D00652', 'hsa768')	1.0	1	1
('D02229', 'hsa8622')	1.0	1	1
('D01276', 'hsa79799')	1.0	1	1
('D04023', 'hsa4916')	1.0	1	1
('D04023', 'hsa4914')	1.0	1	1
('D03115', 'hsa5594')	1.0	1	1
('D00330', 'hsa5742')	1.0	1	1
('D03252', 'hsa2260')	1.0	1	1
('D03252', 'hsa2263')	1.0	1	1
('D00169', 'hsa5742')	1.0	1	1
('D03252', 'hsa4914')	1.0	1	1
('D03252', 'hsa558')	1.0	1	1
('D00394', 'hsa9420')	1.0	1	1
('D03218', 'hsa558')	1.0	1	1
('D00810', 'hsa5742')	1.0	1	1
('D00371', 'hsa8622')	1.0	1	1
('D00519', 'hsa765')	1.0	1	1
('D03218', 'hsa2042')	1.0	1	1
('D00518', 'hsa11238')	1.0	1	1
('D00340', 'hsa771')	1.0	1	1
('D00330', 'hsa5743')	1.0	1	1
('D00160', 'hsa1215')	1.0	1	1
('D00518', 'hsa761')	1.0	1	1
('D00653', 'hsa771')	1.0	1	1
('D03778', 'hsa1548')	1.0	1	1
('D00652', 'hsa761')	1.0	1	1
('D01133', 'hsa5137')	1.0	1	1
('D01133', 'hsa5140')	1.0	1	1
('D00107', 'hsa5499')	1.0	1	1
('D01133', 'hsa5142')	1.0	1	1
('D03350', 'hsa7075')	1.0	1	1
('D01977', 'hsa5754')	1.0	1	1
('D03218', 'hsa7075')	1.0	1	1
('D03784', 'hsa1545')	1.0	1	1
('D03784', 'hsa199974')	1.0	1	1
('D03252', 'hsa4920')	1.0	1	1
('D00107', 'hsa1852')	1.0	1	1
('D00107', 'hsa1849')	1.0	1	1
('D03217', 'hsa5140')	1.0	1	1
('D01840', 'hsa5602')	1.0	1	1
('D03350', 'hsa2046')	1.0	1	1
('D03252', 'hsa2324')	1.0	1	1
('D03252', 'hsa2322')	1.0	1	1
('D03350', 'hsa2045')	1.0	1	1
('D03252', 'hsa2049')	1.0	1	1
('D01977', 'hsa4915')	1.0	1	1
('D03350', 'hsa2042')	1.0	1	1
('D03218', 'hsa2043')	1.0	1	1
('D03218', 'hsa2048')	1.0	1	1
('D03218', 'hsa2064')	1.0	1	1
('D03736', 'hsa5601')	1.0	1	1
('D01441', 'hsa2534')	1.0	1	1
('D00371', 'hsa5142')	1.0	1	1
('D03252', 'hsa4486')	1.0	1	1
('D03252', 'hsa3815')	1.0	1	1
('D01900', 'hsa1636')	1.0	1	1
('D01712', 'hsa8622')	1.0	1	1
('D03252', 'hsa285220')	1.0	1	1
('D02731', 'hsa5141')	1.0	1	1
('D02731', 'hsa5143')	1.0	1	1
('D00371', 'hsa5151')	1.0	1	1
('D03252', 'hsa2043')	1.0	1	1
('D02110', 'hsa5743')	1.0	1	1
('D00107', 'hsa1844')	1.0	1	1
('D00107', 'hsa11266')	1.0	1	1
('D01712', 'hsa5143')	1.0	1	1
('D00964', 'hsa1551')	1.0	1	1
('D03218', 'hsa5159')	1.0	1	1
('D00964', 'hsa1545')	1.0	1	1
('D03218', 'hsa4593')	1.0	1	1
('D00964', 'hsa1548')	1.0	1	1
('D00964', 'hsa1573')	1.0	1	1
('D03218', 'hsa4058')	1.0	1	1
('D01977', 'hsa2049')	1.0	1	1
('D01977', 'hsa2263')	1.0	1	1
('D01977', 'hsa2322')	1.0	1	1
('D03218', 'hsa2264')	1.0	1	1
('D00139', 'hsa1577')	1.0	1	1
('D01977', 'hsa4233')	1.0	1	1
('D03218', 'hsa2263')	1.0	1	1
('D00652', 'hsa23632')	1.0	1	1
('D03252', 'hsa2042')	1.0	1	1
('D03781', 'hsa1557')	1.0	1	1
('D03784', 'hsa1576')	1.0	1	1
('D04025', 'hsa4233')	1.0	1	1
('D03218', 'hsa285220')	1.0	1	1
('D01133', 'hsa5144')	1.0	1	1
('D00184', 'hsa5533')	1.0	1	1
('D02017', 'hsa5141')	1.0	1	1
('D04025', 'hsa3643')	1.0	1	1
('D02731', 'hsa8622')	1.0	1	1
('D02017', 'hsa5144')	1.0	1	1
('D03350', 'hsa10461')	1.0	1	1
('D00139', 'hsa1582')	1.0	1	1
('D03778', 'hsa1580')	1.0	1	1
('D00964', 'hsa260293')	1.0	1	1
('D03260', 'hsa5141')	1.0	1	1
('D02042', 'hsa5144')	1.0	1	1
('D03260', 'hsa27115')	1.0	1	1
('D04025', 'hsa2064')	1.0	1	1
('D04025', 'hsa2042')	1.0	1	1
('D03252', 'hsa4916')	1.0	1	1
('D03252', 'hsa4233')	1.0	1	1
('D01183', 'hsa5742')	1.0	1	1
('D00231', 'hsa5141')	1.0	1	1
('D00184', 'hsa1852')	1.0	1	1
('D00902', 'hsa10825')	1.0	1	1
('D03252', 'hsa2051')	1.0	1	1
('D03252', 'hsa2047')	1.0	1	1
('D03115', 'hsa5600')	1.0	1	1
('D00653', 'hsa761')	1.0	1	1
('D03217', 'hsa5144')	1.0	1	1
('D03115', 'hsa5596')	1.0	1	1
('D03350', 'hsa2043')	1.0	1	1
('D00184', 'hsa5515')	1.0	1	1
('D01977', 'hsa285220')	1.0	1	1
('D00184', 'hsa5500')	1.0	1	1
('D00528', 'hsa133121')	1.0	1	1
('D03252', 'hsa1436')	1.0	1	1
('D00528', 'hsa1555')	1.0	1	1
('D00653', 'hsa765')	1.0	1	1
('D00652', 'hsa11238')	1.0	1	1
('D03781', 'hsa199974')	1.0	1	1
('D00109', 'hsa5743')	1.0	1	1
('D02008', 'hsa5136')	1.0	1	1
('D02008', 'hsa5144')	1.0	1	1
('D02655', 'hsa5140')	1.0	1	1
('D00417', 'hsa5143')	1.0	1	1
('D00380', 'hsa1545')	1.0	1	1
('D03781', 'hsa1545')	1.0	1	1
('D01767', 'hsa5742')	1.0	1	1
('D03781', 'hsa1544')	1.0	1	1
('D00528', 'hsa64816')	1.0	1	1
('D00903', 'hsa5743')	1.0	1	1
('D00184', 'hsa7957')	1.0	1	1
('D03350', 'hsa7010')	1.0	1	1
('D00184', 'hsa22843')	1.0	1	1
('D03350', 'hsa5754')	1.0	1	1
('D02731', 'hsa5151')	1.0	1	1
('D03350', 'hsa5159')	1.0	1	1
('D03350', 'hsa4233')	1.0	1	1
('D03350', 'hsa3480')	1.0	1	1
('D03784', 'hsa1549')	1.0	1	1
('D03784', 'hsa1571')	1.0	1	1
('D03350', 'hsa2261')	1.0	1	1
('D03778', 'hsa1573')	1.0	1	1
('D01441', 'hsa7301')	1.0	1	1
('D04024', 'hsa4486')	1.0	1	1
('D01977', 'hsa2041')	1.0	1	1
('D01071', 'hsa199974')	1.0	1	1
('D00225', 'hsa1582')	1.0	1	1
('D01690', 'hsa5147')	1.0	1	1
('D00655', 'hsa762')	1.0	1	1
('D03736', 'hsa1432')	1.0	1	1
('D01071', 'hsa51302')	1.0	1	1
('D00960', 'hsa1562')	1.0	1	1
('D00960', 'hsa1551')	1.0	1	1
('D03218', 'hsa10461')	1.0	1	1
('D00960', 'hsa1549')	1.0	1	1
('D00410', 'hsa1548')	1.0	1	1
('D01547', 'hsa5742')	1.0	1	1
('D00964', 'hsa64816')	1.0	1	1
('D03778', 'hsa1565')	1.0	1	1
('D00964', 'hsa1572')	1.0	1	1
('D00964', 'hsa1553')	1.0	1	1
('D01840', 'hsa1432')	1.0	1	1
('D00964', 'hsa1544')	1.0	1	1
('D03218', 'hsa2050')	1.0	1	1
('D00002', 'hsa131')	1.0	1	1
('D00151', 'hsa5743')	1.0	1	1
('D03784', 'hsa1555')	1.0	1	1
('D00969', 'hsa5743')	1.0	1	1
('D03781', 'hsa1548')	1.0	1	1
('D00218', 'hsa767')	1.0	1	1
('D00218', 'hsa765')	1.0	1	1
('D03781', 'hsa1562')	1.0	1	1
('D01712', 'hsa5152')	1.0	1	1
('D00960', 'hsa29785')	1.0	1	1
('D00904', 'hsa5743')	1.0	1	1
('D00340', 'hsa763')	1.0	1	1
('D01071', 'hsa1562')	1.0	1	1
('D01977', 'hsa2260')	1.0	1	1
('D01071', 'hsa1555')	1.0	1	1
('D03217', 'hsa27115')	1.0	1	1
('D01441', 'hsa93')	1.0	1	1
('D03252', 'hsa2044')	1.0	1	1
('D01977', 'hsa4921')	1.0	1	1
('D01977', 'hsa4914')	1.0	1	1
('D00542', 'hsa1577')	1.0	1	1
('D00340', 'hsa11238')	1.0	1	1
('D01977', 'hsa3815')	1.0	1	1
('D00964', 'hsa29785')	1.0	1	1
('D00538', 'hsa759')	1.0	1	1
('D01977', 'hsa3791')	1.0	1	1
('D00655', 'hsa763')	1.0	1	1
('D03260', 'hsa5143')	1.0	1	1
('D01977', 'hsa2042')	1.0	1	1
('D01977', 'hsa1969')	1.0	1	1
('D02880', 'hsa8558')	1.0	1	1
('D00227', 'hsa8622')	1.0	1	1
('D00227', 'hsa5138')	1.0	1	1
('D03350', 'hsa2260')	1.0	1	1
('D03350', 'hsa285220')	1.0	1	1
('D03350', 'hsa4919')	1.0	1	1
('D03217', 'hsa5141')	1.0	1	1
('D02731', 'hsa27115')	1.0	1	1
('D01977', 'hsa2264')	1.0	1	1
('D02655', 'hsa5136')	1.0	1	1
('D02017', 'hsa5142')	1.0	1	1
('D01977', 'hsa2047')	1.0	1	1
('D02017', 'hsa5143')	1.0	1	1
('D01690', 'hsa5136')	1.0	1	1
('D03218', 'hsa2324')	1.0	1	1
('D00518', 'hsa377677')	1.0	1	1
('D00960', 'hsa1545')	1.0	1	1
('D03736', 'hsa5602')	1.0	1	1
('D00371', 'hsa5143')	1.0	1	1
('D00371', 'hsa5144')	1.0	1	1
('D03778', 'hsa1545')	1.0	1	1
('D00231', 'hsa8622')	1.0	1	1
('D01276', 'hsa54600')	1.0	1	1
('D04023', 'hsa3480')	1.0	1	1
('D04023', 'hsa3645')	1.0	1	1
('D00231', 'hsa5137')	1.0	1	1
('D01565', 'hsa5743')	1.0	1	1
('D04023', 'hsa3791')	1.0	1	1
('D00519', 'hsa771')	1.0	1	1
('D00519', 'hsa768')	1.0	1	1
('D00538', 'hsa23632')	1.0	1	1
('D00518', 'hsa766')	1.0	1	1
('D00227', 'hsa5141')	1.0	1	1
('D01840', 'hsa6300')	1.0	1	1
('D01690', 'hsa5137')	1.0	1	1
('D00518', 'hsa23632')	1.0	1	1
('D01690', 'hsa5138')	1.0	1	1
('D04023', 'hsa4058')	1.0	1	1
('D01690', 'hsa5143')	1.0	1	1
('D02451', 'hsa1558')	1.0	1	1
('D00380', 'hsa10858')	1.0	1	1
('D00394', 'hsa1577')	1.0	1	1
('D00394', 'hsa199974')	1.0	1	1
('D03252', 'hsa2066')	1.0	1	1
('D00380', 'hsa1553')	1.0	1	1
('D03252', 'hsa2264')	1.0	1	1
('D00380', 'hsa1573')	1.0	1	1
('D00998', 'hsa43')	1.0	1	1
('D01441', 'hsa90')	1.0	1	1
('D00964', 'hsa1577')	1.0	1	1
('D00410', 'hsa1580')	1.0	1	1
('D00518', 'hsa765')	1.0	1	1
('D00371', 'hsa5136')	1.0	1	1
