	 D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D00392	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00394	0.00000	0.00000	0.00010	0.00000	0.00000	0.02870	0.00000	0.80020	0.00000	0.02140	0.06940	0.04780	0.01360	0.00700	0.00730	0.00000	0.04600	0.00080	0.00000	0.00000	0.07580	0.05590	0.00000	0.00000	0.00360	0.02230	0.00000	0.00060	0.04330	0.00000	0.00000	0.15750	0.08760	0.08760	0.00000	1.00000	0.00780	0.01040	0.00000	0.03160	0.04280	0.00000	0.00000	0.00020	0.00510	0.00000	0.00680	0.00000	0.00060	0.05440	0.00000	0.00000	0.03690	0.00000	0.00000	0.00200	0.00000	0.00140	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02810	0.00690	0.00000	0.00000	0.04870	0.01100	0.00000	0.06690	0.00000	0.00000	0.00000	0.00680	0.02460	0.04920	0.00000	0.10510	0.00000	0.00000	0.00000	0.02840	0.00000	0.00520	0.03090	0.00090	0.06000	0.02880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04280	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.03740	0.00000	0.00000	0.00000	0.04480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.11360	0.15750	0.11640	0.52770	0.63650	0.95320	0.04600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.11640	0.03370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04330	0.00000	0.00000	0.06940	0.00000	0.00000	0.11360	0.00600	0.00000	0.00000	0.00000	0.00000	0.00680	0.00000	0.00000	0.00090	0.00000	0.10510	0.05730	0.04000	0.00000	0.00000	0.00000	0.00000	0.85430	0.00000	0.00680	0.00000	0.00000	0.06720	0.00000	0.00000	0.00000	0.00000	0.00000	0.02460	0.00000	0.00000	0.06720	0.02620	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00418	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01110	0.00000	0.11010	0.00640	0.02300	0.00000	0.00000	0.00940	0.03080	0.00600	0.00000	0.00010	0.00000	0.00000	0.00000	0.00500	0.00910	0.00000	0.00910	0.05380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00780	1.00000	0.01950	0.04930	0.03020	0.00000	0.00000	0.00000	0.08120	0.00000	0.00000	0.00000	0.00000	0.04600	0.01470	0.00010	0.00000	0.00000	0.00000	0.00000	0.02190	0.00000	0.05900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10770	0.00690	0.10800	0.00680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01740	0.00000	0.00010	0.00000	0.01650	0.00000	0.00940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09330	0.00000	0.00000	0.00000	0.00010	0.00600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05380	0.00000	0.00000	0.00000	0.00000	0.00000	0.01740	0.00880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00680	0.00000	0.00000	0.04380	0.00830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01590	0.00430	0.00690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00437	0.00000	0.00000	0.00520	0.00000	0.00000	0.01220	0.02020	0.00320	0.00000	0.06110	0.00000	0.03260	0.02880	0.05970	0.02550	0.05290	0.07130	0.17820	0.00620	0.00000	0.00050	0.01910	0.00000	0.00010	0.00810	0.04320	0.00000	0.04500	0.01010	0.00000	0.00000	0.00010	0.02990	0.02990	0.00000	0.01040	0.01950	1.00000	0.03410	0.03400	0.15390	0.00000	0.00000	0.12270	0.00340	0.00000	0.00400	0.00000	0.02050	0.06370	0.00020	0.00000	0.00000	0.00020	0.00000	0.08060	0.00000	0.14550	0.04570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10730	0.09560	0.00000	0.00000	0.00000	0.16330	0.00000	0.12690	0.01940	0.00000	0.00030	0.00210	0.10710	0.01740	0.00000	0.00010	0.00000	0.00000	0.00000	0.02430	0.00730	0.03090	0.04950	0.02910	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.02530	0.15390	0.00000	0.00000	0.00000	0.00000	0.00360	0.00000	0.07170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00010	0.00010	0.00000	0.00250	0.00920	0.00490	0.07130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00340	0.00000	0.00000	0.00000	0.10410	0.00000	0.00000	0.00000	0.00000	0.01660	0.00020	0.00000	0.06540	0.00000	0.01810	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.08760	0.00000	0.00000	0.01510	0.00000	0.00400	0.00000	0.00000	0.02910	0.00000	0.00010	0.09860	0.09840	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.00210	0.00000	0.00000	0.00370	0.00000	0.00000	0.00000	0.00000	0.00000	0.10710	0.00000	0.01350	0.00370	0.01100	0.02530	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00438	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01590	0.00000	0.11470	0.00010	0.02680	0.00000	0.00000	0.00940	0.08630	0.01690	0.00000	0.00070	0.00050	0.00000	0.00000	0.01420	0.00010	0.00000	0.00000	0.01790	0.00000	0.00000	0.00000	0.00080	0.00080	0.00000	0.00000	0.04930	0.03410	1.00000	0.03000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.04680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.11880	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01560	0.10110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.01000	0.02340	0.01930	0.05800	0.01900	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.04630	0.00000	0.00940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00980	0.00000	0.00000	0.00000	0.00000	0.01690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01790	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.02470	0.00000	0.00000	0.04980	0.00000	0.00000	0.00000	0.00000	0.01900	0.00000	0.00010	0.00000	0.03170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.21240	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00451	0.00000	0.00000	0.03740	0.00000	0.00000	0.04890	0.01330	0.02440	0.00000	0.01230	0.05280	0.09550	0.11610	0.05450	0.01250	0.03660	0.15090	0.03540	0.07790	0.00000	0.00010	0.04840	0.00000	0.00010	0.03890	0.09180	0.00000	0.16320	0.06960	0.00010	0.00000	0.05280	0.00000	0.00000	0.00000	0.03160	0.03020	0.03400	0.03000	1.00000	0.11450	0.00000	0.00000	0.00000	0.05250	0.00000	0.00000	0.00000	0.05520	0.07400	0.00010	0.00000	0.00000	0.00000	0.00000	0.12920	0.00000	0.08240	0.09380	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07550	0.03010	0.00000	0.00000	0.01900	0.09330	0.00000	0.05790	0.02060	0.00000	0.00000	0.01490	0.05820	0.11410	0.00000	0.02280	0.00000	0.00000	0.09100	0.02910	0.02250	0.00660	0.06280	0.03750	0.15670	0.09820	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.01090	0.11450	0.00000	0.00000	0.00000	0.00000	0.05950	0.05550	0.00920	0.00000	0.00000	0.00000	0.01190	0.00000	0.00080	0.00000	0.01780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03790	0.05280	0.03870	0.10140	0.06210	0.02780	0.15090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05250	0.00000	0.00000	0.00000	0.09920	0.00000	0.00000	0.00000	0.03870	0.01760	0.00000	0.00000	0.10530	0.00000	0.05550	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06960	0.00000	0.00000	0.05280	0.00000	0.00000	0.03790	0.03670	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03750	0.00000	0.02280	0.10570	0.14250	0.00000	0.00000	0.00000	0.00000	0.03430	0.00000	0.01490	0.00000	0.00000	0.06370	0.00000	0.00000	0.00000	0.00000	0.00000	0.05820	0.00000	0.01890	0.06370	0.01840	0.01090	0.00000	0.00000	0.00000	0.00000	0.00830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00456	0.00000	0.00000	0.11500	0.00000	0.00000	0.01420	0.08800	0.03610	0.00000	0.01120	0.00000	0.02010	0.31240	0.05970	0.03620	0.00000	0.13810	0.11530	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.02790	0.04670	0.00000	0.12480	0.02560	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04280	0.00000	0.15390	0.00000	0.11450	1.00000	0.00000	0.00000	0.18260	0.03080	0.00000	0.00000	0.00000	0.02760	0.06600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.05090	0.14780	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08460	0.13600	0.00000	0.00000	0.08330	0.05720	0.00000	0.00020	0.02750	0.00000	0.00000	0.00010	0.17420	0.04690	0.00000	0.00000	0.00000	0.00000	0.00000	0.05970	0.01370	0.00010	0.00540	0.01010	0.09910	0.05130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12300	1.00000	0.00000	0.00000	0.00000	0.00000	0.06080	0.00000	0.14910	0.00000	0.00000	0.00000	0.03700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.01870	0.00000	0.08920	0.03550	0.10180	0.04120	0.13810	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22710	0.00000	0.03080	0.00000	0.00000	0.00000	0.02140	0.00000	0.00000	0.00000	0.08920	0.11230	0.00000	0.00000	0.00010	0.00000	0.07750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02560	0.00000	0.00000	0.00000	0.00000	0.00000	0.01870	0.03930	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.01010	0.00000	0.00000	0.06960	0.08230	0.00000	0.00000	0.00000	0.00000	0.03980	0.00000	0.00010	0.00000	0.00000	0.12470	0.00000	0.00000	0.00000	0.00000	0.00000	0.17420	0.00000	0.01840	0.12470	0.04700	0.12300	0.00000	0.00000	0.00000	0.00000	0.03770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00464	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00474	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00477	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00470	0.06630	0.05090	0.00020	0.00000	0.08380	0.00000	0.01420	0.00060	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00400	0.00000	0.00000	0.00000	0.01170	0.00000	0.00000	0.00000	0.00020	0.08120	0.12270	0.00010	0.00000	0.18260	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00450	0.08510	0.00000	0.00000	0.00000	0.00000	0.00000	0.00460	0.00000	0.02760	0.00610	0.01320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.09230	0.00000	0.00000	0.00000	0.10200	0.09220	0.00000	0.04810	0.00000	0.00000	0.00000	0.00910	0.00010	0.12070	0.13530	0.00780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18260	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.06950	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00770	0.01170	0.00850	0.16500	0.06870	0.00020	0.01420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14310	0.00000	0.00000	0.00000	0.00000	0.00000	0.03320	0.00000	0.00000	0.00000	0.00850	0.00000	0.00000	0.00000	0.00970	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06630	0.00000	0.00000	0.00770	0.04710	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00780	0.00000	0.04810	0.01330	0.00010	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00680	0.00000	0.00000	0.00000	0.00000	0.00000	0.10200	0.00000	0.19870	0.00680	0.01200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00480	0.00000	0.00000	0.03340	0.00000	0.00000	0.01950	0.00000	0.00430	0.00000	0.01530	0.05680	0.07800	0.22620	0.13360	0.00000	0.00000	0.05640	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.06700	0.00010	0.00000	0.02130	0.25480	0.00000	0.00000	0.18890	0.00000	0.00000	0.00000	0.00510	0.00000	0.00340	0.00000	0.05250	0.03080	0.00000	0.00000	0.00000	1.00000	0.00000	0.01520	0.00000	0.04260	0.00410	0.00000	0.00000	0.00000	0.09340	0.00000	0.00620	0.00000	0.02900	0.02120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04180	0.01310	0.00000	0.00000	0.00000	0.01950	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06700	0.00000	0.00000	0.00240	0.00000	0.00000	0.32010	0.07700	0.00000	0.09320	0.06710	0.00480	0.00460	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00650	0.15540	0.00000	0.00000	0.00000	0.18790	0.00000	0.18950	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02580	0.18890	0.16580	0.00420	0.00330	0.00490	0.05640	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.06160	0.00000	0.00000	0.00000	0.16580	0.12270	0.09340	0.00000	0.00000	0.00000	0.18180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25480	0.00000	0.00000	0.05680	0.00000	0.00000	0.02580	0.00750	0.00000	0.00000	0.00010	0.00000	0.01520	0.00000	0.00000	0.00480	0.00000	0.00240	0.01930	0.05030	0.00000	0.00000	0.00000	0.00000	0.00480	0.00000	0.00000	0.00000	0.00000	0.11130	0.00000	0.00000	0.00000	0.00000	0.00000	0.06700	0.00000	0.00000	0.11130	0.12010	0.00000	0.00000	0.00000	0.00000	0.00000	0.05420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00495	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
