DT_pair	Predicted_score_class1	Predicted_Class	Actual_Class
('D00741', 'hsa6335')	0.7217001790024361	1	1
('D00542', 'hsa783')	0.7216787948974402	1	1
('D00548', 'hsa2559')	0.7216534287580326	1	1
('D00512', 'hsa774')	0.7216524247455597	1	1
('D00332', 'hsa6261')	0.7216008446666158	1	1
('D00560', 'hsa27092')	0.721588235874602	1	1
('D02356', 'hsa27012')	0.7215807289143553	1	1
('D00530', 'hsa2559')	0.7215760108184036	1	1
('D00615', 'hsa778')	0.7215614741556393	1	1
('D02356', 'hsa3710')	0.721517541237068	1	1
('D02272', 'hsa6326')	0.721485629360706	1	1
('D00547', 'hsa2562')	0.7214716161134803	1	1
('D00512', 'hsa775')	0.7214558582715411	1	1
('D00332', 'hsa6340')	0.721425677719657	1	1
('D01287', 'hsa6328')	0.7213995624086856	1	1
('D00358', 'hsa6331')	0.7213586139357653	1	1
('D00732', 'hsa6328')	0.7213535361907141	1	1
('D00437', 'hsa10369')	0.7213176787915189	1	1
('D00195', 'hsa1134')	0.7212571659056356	1	1
('D00195', 'hsa1135')	0.7212315122159485	1	1
('D00732', 'hsa6326')	0.7212276213106859	1	1
('D00437', 'hsa6263')	0.7212229241021942	1	1
('D00293', 'hsa2558')	0.7212156474879935	1	1
('D00629', 'hsa777')	0.72117989711531	1	1
('D00618', 'hsa6261')	0.7211157363444959	1	1
('D00437', 'hsa774')	0.7211068075013	1	1
('D00545', 'hsa2556')	0.7210959314390923	1	1
('D00629', 'hsa776')	0.7210834506270901	1	1
('D00650', 'hsa3778')	0.7210812525765141	1	1
('D00225', 'hsa2560')	0.721043874963524	1	1
('D00548', 'hsa2561')	0.7209702485105671	1	1
('D00711', 'hsa2906')	0.7209454553777448	1	1
('D01712', 'hsa6262')	0.7209443718110771	1	1
('D00548', 'hsa2566')	0.7208666568317463	1	1
('D00738', 'hsa6326')	0.720856890632984	1	1
('D00615', 'hsa776')	0.7208042425442276	1	1
('D00332', 'hsa10369')	0.7207762449780961	1	1
('D00560', 'hsa55799')	0.7207625280609712	1	1
('D00545', 'hsa2557')	0.7207158024625085	1	1
('D00512', 'hsa8989')	0.720680247379676	1	1
('D00677', 'hsa200909')	0.7206444410140478	1	1
('D02356', 'hsa26251')	0.7206094730265031	1	1
('D04048', 'hsa6323')	0.7206094692905375	1	1
('D02207', 'hsa1137')	0.7206043138028602	1	1
('D00642', 'hsa6326')	0.7205573373233676	1	1
('D01295', 'hsa775')	0.7205491331066682	1	1
('D00512', 'hsa8912')	0.7204728214216733	1	1
('D02088', 'hsa6334')	0.7203918087751021	1	1
('D02356', 'hsa774')	0.7203725802508937	1	1
('D00738', 'hsa6335')	0.7203682381079975	1	1
('D00629', 'hsa782')	0.7203113350536432	1	1
('D00437', 'hsa783')	0.7202292958450371	1	1
('D00340', 'hsa3778')	0.7201705448557071	1	1
('D00530', 'hsa2560')	0.7201590315059392	1	1
('D00294', 'hsa89822')	0.7200333974804601	1	1
('D00294', 'hsa50801')	0.7200233474871472	1	1
('D00618', 'hsa59284')	0.7200036247094586	1	1
('D00227', 'hsa6261')	0.7199977342578854	1	1
('D02088', 'hsa6331')	0.7199654755306277	1	1
('D00294', 'hsa3746')	0.7198095671345028	1	1
('D02204', 'hsa1137')	0.7197923190764793	1	1
('D01295', 'hsa783')	0.7197911204426389	1	1
('D00303', 'hsa9311')	0.7197835359974176	1	1
('D00437', 'hsa782')	0.7197747122970989	1	1
('D02356', 'hsa782')	0.7197731567919975	1	1
('D01295', 'hsa27092')	0.719649771436699	1	1
('D00542', 'hsa778')	0.7196429801142189	1	1
('D00437', 'hsa786')	0.7196384711016927	1	1
('D00735', 'hsa6331')	0.7196161089563793	1	1
('D00477', 'hsa6335')	0.7195767332055264	1	1
('D00740', 'hsa6335')	0.7194581662450782	1	1
('D00252', 'hsa6339')	0.7194196150866775	1	1
('D00735', 'hsa6329')	0.719363085577638	1	1
('D02356', 'hsa3760')	0.7192932183041251	1	1
('D00332', 'hsa8989')	0.7192884362724206	1	1
('D00547', 'hsa2561')	0.7192765812534816	1	1
('D03826', 'hsa57053')	0.7192517343417133	1	1
('D00293', 'hsa2561')	0.7192143651253797	1	1
('D00512', 'hsa784')	0.7191246515399426	1	1
('D00294', 'hsa3762')	0.7191148381786019	1	1
('D00549', 'hsa2562')	0.718953266110951	1	1
('D00499', 'hsa2563')	0.7189417901301804	1	1
('D00195', 'hsa8973')	0.7189388483549566	1	1
('D00530', 'hsa2558')	0.7189292837388488	1	1
('D00294', 'hsa3755')	0.7188936108146943	1	1
('D01243', 'hsa6329')	0.7188575576184658	1	1
('D00319', 'hsa776')	0.7188472548467272	1	1
('D00611', 'hsa55584')	0.7188271360550702	1	1
('D01295', 'hsa3710')	0.7187909894406651	1	1
('D00437', 'hsa781')	0.7187488437809163	1	1
('D00512', 'hsa6263')	0.7187486883026155	1	1
('D01295', 'hsa786')	0.7187120198239307	1	1
('D00618', 'hsa783')	0.7187047871158853	1	1
('D02356', 'hsa3754')	0.7186939035956267	1	1
('D01243', 'hsa6326')	0.7186316908396494	1	1
('D00547', 'hsa2563')	0.7186299988921172	1	1
('D00512', 'hsa93589')	0.7186197335479334	1	1
('D00225', 'hsa2557')	0.7186018685575916	1	1
('D02173', 'hsa8973')	0.7185884305540448	1	1
('D00542', 'hsa782')	0.7185876854432804	1	1
('D00618', 'hsa3710')	0.7185269797002408	1	1
('D00499', 'hsa2555')	0.7184729404754767	1	1
('D00618', 'hsa781')	0.718436444414243	1	1
('D01295', 'hsa779')	0.7184242641948786	1	1
('D00711', 'hsa2905')	0.7183947065305865	1	1
('D02356', 'hsa3759')	0.7182983373910198	1	1
('D02461', 'hsa2557')	0.7182910414098111	1	1
('D00629', 'hsa775')	0.7181221348780998	1	1
('D00329', 'hsa2559')	0.718105496082954	1	1
('D00294', 'hsa3736')	0.7180791934608011	1	1
('D00617', 'hsa776')	0.7180703693100445	1	1
('D00738', 'hsa6336')	0.7179788916913523	1	1
('D00547', 'hsa2569')	0.7178926126538265	1	1
('D00738', 'hsa6334')	0.7178630660195733	1	1
('D00740', 'hsa6334')	0.7178204060733572	1	1
('D00332', 'hsa778')	0.717813709234923	1	1
('D00437', 'hsa778')	0.7177945631393454	1	1
('D00136', 'hsa2904')	0.7177910550757685	1	1
('D00358', 'hsa6329')	0.7177744378046158	1	1
('D00642', 'hsa6334')	0.717751821625156	1	1
('D02914', 'hsa778')	0.7177331385761138	1	1
('D00739', 'hsa6335')	0.7177221840329503	1	1
('D02356', 'hsa3748')	0.7177123893648685	1	1
('D00552', 'hsa55800')	0.717686603632963	1	1
('D02356', 'hsa784')	0.7176717039470416	1	1
('D00542', 'hsa781')	0.7176661658542732	1	1
('D00629', 'hsa9254')	0.717657312041136	1	1
('D00549', 'hsa2558')	0.7176248189451214	1	1
('D02356', 'hsa783')	0.7176024382849822	1	1
('D00775', 'hsa55800')	0.7175745673848379	1	1
('D02272', 'hsa83795')	0.717572746567134	1	1
('D00437', 'hsa27092')	0.7175396337946578	1	1
('D00303', 'hsa6339')	0.7174605273460946	1	1
('D02087', 'hsa6326')	0.7174578825894932	1	1
('D00542', 'hsa59284')	0.7174555155535032	1	1
('D00739', 'hsa6334')	0.7174322109088219	1	1
('D00332', 'hsa9254')	0.7173865974609901	1	1
('D00293', 'hsa2569')	0.717258419765336	1	1
('D00437', 'hsa55799')	0.71718909566007	1	1
('D02356', 'hsa6339')	0.7171572510506184	1	1
('D00711', 'hsa116444')	0.7170681781785346	1	1
('D00542', 'hsa776')	0.7170665845029632	1	1
('D02204', 'hsa1138')	0.7170574937496971	1	1
('D04048', 'hsa6335')	0.7169989596201941	1	1
('D03878', 'hsa2904')	0.7169982011025312	1	1
('D04048', 'hsa6331')	0.716975661178825	1	1
('D00611', 'hsa1137')	0.7169636791712534	1	1
('D00303', 'hsa51802')	0.7168719897907962	1	1
('D02204', 'hsa1135')	0.71683363567928	1	1
('D05453', 'hsa57053')	0.7168301818291519	1	1
('D00437', 'hsa6261')	0.7168064746638806	1	1
('D00329', 'hsa2566')	0.7167965300225032	1	1
('D00560', 'hsa773')	0.7167017126984375	1	1
('D00550', 'hsa55879')	0.7166891319944894	1	1
('D00738', 'hsa6323')	0.7166837358798053	1	1
('D00331', 'hsa2558')	0.7166375570342862	1	1
('D00512', 'hsa773')	0.7166151635716671	1	1
('D00329', 'hsa2556')	0.7165905177377953	1	1
('D00332', 'hsa27092')	0.7165491226883188	1	1
('D02356', 'hsa9312')	0.7165447452350346	1	1
('D00528', 'hsa6262')	0.7164783298603898	1	1
('D00512', 'hsa55799')	0.7164578599289572	1	1
('D00616', 'hsa779')	0.7163732837509365	1	1
('D00512', 'hsa6330')	0.7163674109041978	1	1
('D00294', 'hsa3785')	0.7162488760854765	1	1
('D02253', 'hsa2557')	0.7162469178613174	1	1
('D00548', 'hsa2555')	0.7162073816434221	1	1
('D00552', 'hsa55515')	0.7161813932946963	1	1
('D00560', 'hsa3710')	0.7161025511467425	1	1
