	D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D00474	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00477	0.00000	0.01560	0.02540	0.00960	0.00010	0.01000	0.00770	0.00000	0.00000	0.02480	0.00000	0.01290	0.01170	0.00000	0.05800	0.00000	0.00760	0.00000	0.01170	0.00000	0.09670	0.02040	0.00000	0.02650	0.05260	0.00000	0.00000	0.01560	0.04830	0.00050	0.00000	0.04840	0.19980	0.10870	0.00000	0.00000	0.00000	0.08450	0.00000	0.00210	0.00080	0.00000	0.00000	1.00000	0.00000	0.00000	0.03070	0.00000	0.01250	0.00000	0.00000	0.00000	0.00000	0.00410	0.00000	0.01440	0.00000	0.00520	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01940	0.01700	0.00000	0.00000	0.00000	0.01100	0.00000	0.01590	0.00000	0.00000	0.01220	0.02010	0.10250	0.02780	0.00000	0.03960	0.00000	0.00020	0.00010	0.03970	0.25990	0.00010	0.02860	0.00000	0.00800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00090	0.00000	0.00000	0.00000	0.00000	0.00570	0.00190	0.01000	0.00030	0.00000	0.01220	0.00010	0.00000	0.00000	0.00070	0.00250	0.00000	0.00000	0.00360	0.00000	0.00000	0.00010	0.00010	0.00690	0.00010	0.04560	0.26620	0.21020	0.00770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01460	0.01220	0.00000	0.00000	0.00510	0.00000	0.00810	0.00010	0.00000	0.00000	0.00000	0.00310	0.00410	0.00000	0.00920	0.00000	0.00790	0.00000	0.00000	0.00000	0.00440	0.01220	0.00060	0.05280	0.00050	0.01220	0.00770	0.00010	0.01030	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00580	0.00000	0.00000	0.17470	0.00000	0.03820	0.03540	0.02370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01710	0.00000	0.00000	0.01440	0.00000	0.00000	0.00280	0.02200	0.00000	0.06870	0.00000	0.01220	0.01420	0.00260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	
D00480	0.00000	0.05250	0.10580	0.04400	0.00000	0.13570	0.04300	0.01860	0.00000	0.05860	0.01000	0.04910	0.10180	0.00000	0.01490	0.00620	0.07000	0.01110	0.04160	0.00000	0.02950	0.04110	0.00000	0.04640	0.04020	0.00730	0.00000	0.05300	0.04330	0.06420	0.00010	0.02430	0.00000	0.00000	0.00000	0.01200	0.01210	0.05640	0.06300	0.07490	0.11120	0.00000	0.00000	0.00000	1.00000	0.00000	0.06370	0.00000	0.04460	0.05140	0.03140	0.00000	0.00000	0.03990	0.00000	0.04380	0.00000	0.04820	0.01650	0.00110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02090	0.05360	0.00770	0.00350	0.01270	0.06950	0.00000	0.03760	0.00540	0.00000	0.00330	0.05770	0.03950	0.03820	0.00250	0.02560	0.01370	0.07280	0.01050	0.09700	0.02140	0.00880	0.00970	0.00000	0.02370	0.09370	0.00000	0.00050	0.00000	0.00000	0.00000	0.08070	0.03290	0.10420	0.04490	0.00000	0.00000	0.00000	0.04720	0.00260	0.02720	0.00140	0.00000	0.00330	0.00260	0.00000	0.00690	0.00020	0.00170	0.00000	0.00000	0.00750	0.00000	0.00000	0.07580	0.03430	0.02060	0.02330	0.03640	0.00010	0.00500	0.10030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01020	0.00330	0.80140	0.00000	0.02110	0.00000	0.03510	0.00100	0.02870	0.00000	0.00320	0.01910	0.03990	0.00000	0.00640	0.00000	0.03890	0.00000	0.00000	0.00000	0.02390	0.00330	0.00310	0.04100	0.00010	0.00330	0.00970	0.00110	0.04420	0.02460	0.07810	0.00000	0.00000	0.01020	0.00000	0.02070	0.00000	0.00000	0.05780	0.00000	0.02320	0.05710	0.03960	0.00000	0.00000	0.00000	0.00000	0.00820	0.01490	0.03660	0.00000	0.00000	0.08980	0.00000	0.00000	0.01660	0.04740	0.00000	0.03460	0.00000	0.00330	0.08760	0.03530	0.01570	0.00000	0.00000	0.00000	0.07020	0.00000	0.00000	0.01840	0.00000	0.00000	0.00460	0.00000	
D00495	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00499	0.00000	0.04710	0.02340	0.00890	0.00000	0.02920	0.00380	0.00000	0.00000	0.08250	0.00000	0.01630	0.05280	0.00000	0.00100	0.00000	0.01270	0.00000	0.02240	0.00000	0.00500	0.02540	0.00000	0.02410	0.00160	0.00000	0.00000	0.02260	0.01580	0.00640	0.00000	0.01410	0.15340	0.08350	0.00000	0.00000	0.00750	0.00950	0.00000	0.00300	0.01400	0.00000	0.00000	0.03070	0.06370	0.00000	1.00000	0.00000	0.02560	0.00000	0.00000	0.00000	0.00000	0.01410	0.00000	0.03240	0.00000	0.00660	0.03590	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02020	0.02020	0.00650	0.01830	0.00000	0.01460	0.00000	0.03820	0.00270	0.00000	0.00000	0.03190	0.01730	0.00370	0.00000	0.01050	0.00000	0.04940	0.00000	0.00600	0.00310	0.00000	0.01300	0.00000	0.03580	0.00000	0.00000	0.00500	0.00000	0.00000	0.00000	0.00000	0.00000	0.01150	0.00650	0.00000	0.00000	0.00000	0.01030	0.00030	0.02780	0.10220	0.00000	0.00000	0.00000	0.00000	0.00000	0.15300	0.01330	0.00000	0.00000	0.05530	0.00000	0.00000	0.01760	0.05890	0.01580	0.00000	0.00310	0.00000	0.00000	0.01660	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01120	0.00000	0.05640	0.00000	0.01010	0.00000	0.00640	0.00000	0.00000	0.00000	0.00000	0.01110	0.01410	0.00000	0.00710	0.00000	0.00280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01350	0.00000	0.00000	0.00300	0.00000	0.00890	0.07120	0.00880	0.00000	0.00000	0.00000	0.00000	0.06590	0.00000	0.00000	0.00500	0.00000	0.01010	0.01250	0.01310	0.00000	0.00000	0.00000	0.00000	0.13420	0.00000	0.01070	0.00000	0.00000	0.00810	0.00000	0.00000	0.00030	0.00940	0.00000	0.01780	0.00000	0.00000	0.00560	0.04750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00504	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00512	0.00000	0.02460	0.04360	0.03360	0.00680	0.11090	0.03110	0.01190	0.00000	0.28760	0.00350	0.09460	0.06350	0.00010	0.03700	0.04070	0.04740	0.00530	0.06410	0.00000	0.03680	0.03410	0.00000	0.05370	0.02280	0.00860	0.00000	0.25510	0.03860	0.05020	0.00270	0.01920	0.00560	0.01060	0.00000	0.01100	0.04200	0.04760	0.01140	0.04940	0.04220	0.00000	0.00000	0.01250	0.04460	0.00000	0.02560	0.00000	1.00000	0.00870	0.03950	0.00000	0.00010	0.03630	0.00000	0.20150	0.00000	0.12650	0.06560	0.07930	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01390	0.04620	0.00130	0.02600	0.00740	0.06130	0.00000	0.02690	0.02280	0.00000	0.00030	0.09090	0.06820	0.01840	0.00850	0.02510	0.00500	0.00870	0.00580	0.05260	0.02300	0.01540	0.02030	0.00300	0.03300	0.00980	0.00000	0.00180	0.00000	0.00000	0.03160	0.00480	0.03620	0.03750	0.02230	0.00000	0.00000	0.00000	0.23730	0.00160	0.02990	0.00800	0.00920	0.00030	0.00510	0.00000	0.00220	0.00010	0.00520	0.00000	0.00000	0.00490	0.00000	0.00000	0.01870	0.01270	0.01750	0.00810	0.05510	0.00720	0.05440	0.08120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01140	0.00030	0.03700	0.00000	0.05080	0.00000	0.05170	0.00240	0.00000	0.00000	0.01250	0.01270	0.03630	0.00000	0.01070	0.00000	0.03090	0.00000	0.00000	0.00000	0.01860	0.00030	0.00000	0.03490	0.00000	0.00030	0.01260	0.01800	0.03360	0.00520	0.04260	0.00000	0.00000	0.00680	0.00000	0.01240	0.00000	0.00000	0.00040	0.00000	0.02700	0.05880	0.05270	0.00000	0.00000	0.00000	0.00000	0.00840	0.00190	0.06170	0.00000	0.00000	0.02700	0.00000	0.00000	0.01860	0.04590	0.00000	0.03840	0.00000	0.00030	0.02520	0.01530	0.01660	0.00000	0.00000	0.00000	0.00390	0.00000	0.00000	0.00220	0.00000	0.00000	0.00510	0.00000	
D00513	0.00000	0.01970	0.10100	0.00510	0.00000	0.04560	0.04190	0.00030	0.00000	0.02660	0.00000	0.03000	0.02100	0.00000	0.00060	0.00410	0.02010	0.00000	0.03290	0.00000	0.00110	0.00770	0.00000	0.01240	0.01070	0.00000	0.00000	0.03780	0.01840	0.00040	0.00290	0.02040	0.00000	0.00000	0.00000	0.01630	0.00160	0.04960	0.00510	0.02820	0.02080	0.00000	0.00000	0.00000	0.05140	0.00000	0.00000	0.00000	0.00870	1.00000	0.00000	0.00000	0.00000	0.00720	0.00000	0.02080	0.00000	0.00870	0.00930	0.01660	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01630	0.01320	0.00240	0.00140	0.00490	0.02940	0.00000	0.10490	0.00000	0.00000	0.00000	0.05160	0.01860	0.03130	0.00000	0.02520	0.00000	0.00000	0.00000	0.03480	0.02620	0.00000	0.00070	0.00000	0.00400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02740	0.01890	0.00350	0.00000	0.00000	0.00000	0.04290	0.00000	0.04750	0.00000	0.00000	0.00000	0.00940	0.00000	0.00000	0.00000	0.00530	0.00000	0.00000	0.00530	0.00000	0.00000	0.05250	0.00050	0.00040	0.00000	0.01280	0.00000	0.00000	0.03660	0.00000	0.00000	0.00000	0.00000	0.04600	0.00000	0.00080	0.00000	0.05070	0.00000	0.00240	0.00000	0.02700	0.07350	0.00000	0.00000	0.00000	0.01060	0.00720	0.00000	0.00390	0.00000	0.04000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02090	0.00000	0.00000	0.01040	0.00000	0.00510	0.00000	0.14450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02430	0.03510	0.02300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04870	0.00000	0.00000	0.03870	0.00000	0.00000	0.00000	0.05320	0.00000	0.03110	0.00000	0.00000	0.03830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02790	0.00000	
D00519	0.00000	0.00000	0.00220	0.00010	0.00000	0.00010	0.15740	0.00010	0.00000	0.04610	0.00000	0.00000	0.01120	0.00000	0.00000	0.00000	0.00110	0.00000	0.01990	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03140	0.00000	0.00000	0.00000	0.03950	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.07900	0.00000	0.01430	0.00400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.03000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.01900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.16720	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00521	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00524	0.00000	0.00000	0.00050	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00470	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02360	0.10080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03020	0.02620	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.03290	0.01450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00650	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18620	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07810	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02440	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00800	0.00600	0.00000	0.00000	0.00000	0.00000	0.00340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00528	0.00000	0.11620	0.04210	0.05470	0.00000	0.08560	0.04770	0.06820	0.00020	0.06360	0.02460	0.05700	0.10210	0.00310	0.00990	0.00970	0.05090	0.01670	0.03920	0.00000	0.02840	0.02890	0.00000	0.04480	0.00890	0.00550	0.00000	0.07070	0.02380	0.06100	0.00030	0.02100	0.00000	0.00000	0.00000	0.00190	0.01140	0.03760	0.01040	0.05060	0.03350	0.00000	0.00000	0.00410	0.03990	0.00000	0.01410	0.00000	0.03630	0.00720	0.00000	0.00000	0.00000	1.00000	0.00000	0.07930	0.00000	0.02990	0.03170	0.00820	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01030	0.04150	0.03450	0.00000	0.00460	0.04930	0.00000	0.02310	0.00520	0.00000	0.00000	0.05580	0.09120	0.01170	0.00930	0.01530	0.02450	0.00480	0.00000	0.02870	0.01560	0.01850	0.02870	0.00260	0.02600	0.00000	0.00000	0.00350	0.00000	0.00000	0.00000	0.00620	0.00840	0.03380	0.01440	0.00000	0.00000	0.00000	0.05140	0.00520	0.01450	0.00000	0.01280	0.00000	0.00730	0.00000	0.00660	0.00000	0.00760	0.00000	0.00000	0.01090	0.00000	0.00000	0.01550	0.01660	0.01890	0.00750	0.03360	0.03570	0.00530	0.06450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00570	0.00000	0.03330	0.00000	0.00860	0.00000	0.05070	0.00000	0.01830	0.00000	0.00000	0.00710	1.00000	0.00000	0.00290	0.00000	0.04830	0.00000	0.00000	0.00000	0.00010	0.00000	0.00380	0.02050	0.00000	0.00000	0.01590	0.00990	0.05470	0.01090	0.02780	0.00000	0.00000	0.00020	0.00000	0.00010	0.00000	0.00000	0.01900	0.00000	0.02060	0.05470	0.03450	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.03910	0.00000	0.00000	0.01950	0.00000	0.00000	0.01140	0.06950	0.00000	0.03160	0.00000	0.00000	0.01770	0.00150	0.00040	0.00000	0.00000	0.00000	0.03420	0.00000	0.00000	0.01040	0.00000	0.00000	0.01530	0.00000	
