hsa190	hsa2099	hsa2100	hsa2101	hsa2103	hsa2104	hsa2908	hsa3174	hsa367	hsa4306	hsa5241	hsa5465	hsa5468	hsa5914	hsa5915	hsa5916	hsa6095	hsa6096	hsa6097	hsa6256	hsa6257	hsa6258	hsa7421	hsa8856	hsa9970	hsa9971
hsa5241	0.544780353350206	0.564734867655977	0.53873109435256	0.56346234975014	0.561907706914586	0.533326063024859	0.558426958586213	0.519634969307199	0.578411038135916	0.551259281838123	1	0.510988604278288	0.49246970826144	0.549553899711169	0.514308350441808	0.55197516698147	0.516510136226093	0.494407211906011	0.550447809379704	0.545241421025959	0.579862560190908	0.496068887562835	0.511010233340261	0.503959828446579	0.512660589046102	0.491830750489006
hsa5465	0.490229376650593	0.549693541439573	0.539419975829131	0.513014150875176	0.559784884634025	0.565250740928471	0.558539866999207	0.531352611635547	0.498771437730245	0.528321379927149	0.510988604278288	1	0.587929139022073	0.534377371369313	0.554985881542618	0.544128467202089	0.549562634440008	0.541425793939347	0.535856661826594	0.55172694429258	0.483904655332883	0.546057333898028	0.55015755734833	0.536846264981169	0.493751868641254	0.539807142605761
hsa5468	0.471532798186644	0.530790032836758	0.520135434790579	0.485888760115573	0.554766352825861	0.560900827918484	0.550234093166459	0.540972357776985	0.482206748818852	0.506409767156078	0.49246970826144	0.587929139022073	1	0.517990133593062	0.544743469151401	0.530889913111546	0.551447682066462	0.54575171516619	0.526348019536642	0.537073972181411	0.465787265512374	0.535776783304756	0.549477729336838	0.537654491705747	0.502076228459687	0.543019727077249
hsa5914	0.498725957636895	0.549673577245679	0.536793264727034	0.499518150683044	0.561437314263787	0.541015995494902	0.570780300021112	0.532740692448559	0.529269027437471	0.561662931990061	0.549553899711169	0.534377371369313	0.517990133593062	1	0.614500018564214	0.621487955719074	0.530983718721045	0.515824630410464	0.538981894502915	0.558090581102505	0.557459241616048	0.524115037720997	0.538834833266623	0.516088815242237	0.502760176433602	0.524127511005244
hsa5915	0.481233018345194	0.540504755889625	0.53851930677921	0.48167251238073	0.554375027959492	0.540528372361342	0.570069473740126	0.536442460887875	0.491856679893498	0.545475601619292	0.514308350441808	0.554985881542618	0.544743469151401	0.614500018564214	1	0.605865411949754	0.547423710155052	0.531073626995779	0.534525561097565	0.550871846930353	0.498280347559475	0.542094288302712	0.545767600632279	0.5308240532253	0.500090515250483	0.549625687180571
hsa5916	0.498986311263557	0.560584981342454	0.534467937924345	0.530308746199896	0.56637275780008	0.539083841434147	0.561539587185596	0.526108138216056	0.53208888807419	0.53804080192215	0.55197516698147	0.544128467202089	0.530889913111546	0.621487955719074	0.605865411949754	1	0.536989713941149	0.514465860706203	0.548083424525566	0.563373262873988	0.559910167207734	0.536380434227063	0.536520877356238	0.538354641370561	0.519768011182254	0.535047114940994
hsa6095	0.494493708203797	0.541382634829747	0.536427264644843	0.494858131553841	0.546398219841838	0.542068629061112	0.554431471095166	0.547300841583798	0.523234514416098	0.536447731693287	0.516510136226093	0.549562634440008	0.551447682066462	0.530983718721045	0.547423710155052	0.536989713941149	1	0.595978797364069	0.582223368650454	0.537026890157072	0.487616115275876	0.543051836492828	0.544717877828321	0.542306741459753	0.532070628070656	0.552732566015381
hsa6096	0.482509403148965	0.533149184224772	0.519428533607654	0.475904997566429	0.53567761299238	0.535059194552664	0.548715298635008	0.541237877288887	0.50305463523375	0.518258793752991	0.494407211906011	0.541425793939347	0.54575171516619	0.515824630410464	0.531073626995779	0.514465860706203	0.595978797364069	1	0.57652438482042	0.524298047264111	0.461997065686826	0.525209725156502	0.527232753315562	0.524813462497239	0.515287185789589	0.5422104497838
hsa6097	0.528947300917556	0.561779589760836	0.54939404003768	0.536451106646579	0.568396625780338	0.540919139527259	0.547581068782199	0.546170506005522	0.551875268147021	0.539241694661153	0.550447809379704	0.535856661826594	0.526348019536642	0.538981894502915	0.534525561097565	0.548083424525566	0.582223368650454	0.57652438482042	1	0.551717738121917	0.523811105505507	0.539588847154148	0.535848257828981	0.553691590484494	0.541509949879257	0.547320039533012
hsa6256	0.503090493306907	0.55815247631705	0.556191358423614	0.522378431793264	0.568984812243231	0.558155891460102	0.569563363023561	0.546573471631374	0.51427076377737	0.553982984432219	0.545241421025959	0.55172694429258	0.537073972181411	0.558090581102505	0.550871846930353	0.563373262873988	0.537026890157072	0.524298047264111	0.551717738121917	1	0.572940172131305	0.611410844593679	0.535315175233272	0.523472893168152	0.509032891035822	0.533289179296969
hsa6257	0.506969066108997	0.537287586005556	0.506358810559774	0.541100654062245	0.547147656742722	0.504923841212842	0.516396961087632	0.499350230096075	0.55722825270374	0.52442142019493	0.579862560190908	0.483904655332883	0.465787265512374	0.557459241616048	0.498280347559475	0.559910167207734	0.487616115275876	0.461997065686826	0.523811105505507	0.572940172131305	1	0.523462936943661	0.496934994911067	0.484326647913861	0.48908858843371	0.467055294217362
hsa6258	0.486527671804041	0.541885610210028	0.546482588633636	0.509371954097409	0.542979187273229	0.540703591238398	0.540383664691413	0.543368707181507	0.479938420425388	0.504642299908591	0.496068887562835	0.546057333898028	0.535776783304756	0.524115037720997	0.542094288302712	0.536380434227063	0.543051836492828	0.525209725156502	0.539588847154148	0.611410844593679	0.523462936943661	1	0.532884939645188	0.529252654751599	0.510648385446704	0.543388992098094
hsa7421	0.482707513199359	0.538141214073351	0.545569165878271	0.491351279570656	0.557874143676329	0.56075141233991	0.555238436929746	0.540645713524995	0.489344632669579	0.534499853786994	0.511010233340261	0.55015755734833	0.549477729336838	0.538834833266623	0.545767600632279	0.536520877356238	0.544717877828321	0.527232753315562	0.535848257828981	0.535315175233272	0.496934994911067	0.532884939645188	1	0.537708478339892	0.500926019971898	0.523904065665033
hsa8856	0.508310311784047	0.540199333334322	0.530978003278593	0.513936603320094	0.529661880758098	0.515781515245371	0.524845144624251	0.520506841856136	0.501573109543616	0.497058608984134	0.503959828446579	0.536846264981169	0.537654491705747	0.516088815242237	0.5308240532253	0.538354641370561	0.542306741459753	0.524813462497239	0.553691590484494	0.523472893168152	0.484326647913861	0.529252654751599	0.537708478339892	1	0.5465582233818	0.553032885395704
hsa9970	0.515926417392701	0.527042556216182	0.507733179224612	0.517927904893506	0.51332089078771	0.4926138519198	0.506138513022748	0.514180456584905	0.505152304292742	0.471001183204558	0.512660589046102	0.493751868641254	0.502076228459687	0.502760176433602	0.500090515250483	0.519768011182254	0.532070628070656	0.515287185789589	0.541509949879257	0.509032891035822	0.48908858843371	0.510648385446704	0.500926019971898	0.5465582233818	1	0.517824206989919
hsa9971	0.490766107530125	0.533206451333	0.526059129802665	0.489263661386377	0.52835855641981	0.528358731763426	0.550715852248039	0.534640503059472	0.498278600535368	0.511150368358049	0.491830750489006	0.539807142605761	0.543019727077249	0.524127511005244	0.549625687180571	0.535047114940994	0.552732566015381	0.5422104497838	0.547320039533012	0.533289179296969	0.467055294217362	0.543388992098094	0.523904065665033	0.553032885395704	0.517824206989919	1
