hsa190	hsa2099	hsa2100	hsa2101	hsa2103	hsa2104	hsa2908	hsa3174	hsa367	hsa4306	hsa5241	hsa5465	hsa5468	hsa5914	hsa5915	hsa5916	hsa6095	hsa6096	hsa6097	hsa6256	hsa6257	hsa6258	hsa7421	hsa8856	hsa9970	hsa9971
hsa5241	0.0132477641730743	0.0196544632767243	0.0215375901970142	0.0233415048667397	0.00852143784807424	0.00924974794780259	0.102341736058355	0.0182068300460407	0.0749495175649346	0.0949738427705688	1	0.0103569562146975	0.00292502712975244	0.0326901358922655	0.0257641418370242	0.0210765467540991	0.010980250735859	0.00900304354316334	0.0114867147717409	0.0107417568367256	0.0363002919451516	0.00698177039666789	0.0107913726057697	0.0153984346192693	0.013922289474858	0.014671054554996
hsa5465	0.0038182612609316	0.0226591822600369	0.0268993793461613	0.0134549441913619	0.0204670234650292	0.0222162986656137	0.0213032900152408	0.0218648322278339	0.00734045049580268	0.0057027696006388	0.0103569562146975	1	0.21497756118341	0.0449682924723271	0.0502328308225286	0.0433904818816548	0.0296692512640583	0.030273260151131	0.0331069284260447	0.0265369850671824	0.025187366586021	0.0352149165757885	0.0355460778649819	0.0288478188858528	0.0275871232203408	0.0359420886065277
hsa5468	0	0.0111990205018416	0.0184080260127681	0.0199498191224599	0.0161849170206489	0.0131761569173682	0.00809914425722942	0.0216128456516013	0.00829240421596386	0.00563704664554202	0.00292502712975244	0.21497756118341	1	0.0296333629667111	0.0345418506767226	0.0300232924048738	0.0391030943502888	0.0363367333030159	0.0327253795782544	0.0371608002665793	0.0287274099860576	0.0372954361134998	0.0329403922934206	0.0329023329019784	0.0421432916427017	0.025078493128776
hsa5914	0.00383464872362034	0.018963693680155	0.0270148278566904	0.022521151663851	0.0226103516882095	0.0223116480250694	0.0148117298293584	0.0307421423969954	0.0284346824912368	0.0272044143158137	0.0326901358922655	0.0449682924723271	0.0296333629667111	1	0.530805150154613	0.429230573617952	0.0417152227681317	0.0456047833549913	0.0436393373069614	0.0377554108262743	0.0505909347370732	0.0378922009835357	0.0446232960501388	0.0245144560153023	0.0277055234348805	0.0382196617479354
hsa5915	0	0.0290126170425127	0.0317923642893131	0.0206731101946691	0.0230611007113741	0.015929509565648	0.0134284527140378	0.02911535980067	0.00859304964536547	0.0219053276424037	0.0257641418370242	0.0502328308225286	0.0345418506767226	0.530805150154613	1	0.506677926301248	0.0506509967267052	0.0509438371132084	0.050867782862901	0.0407732658512516	0.0377073204305609	0.0438006150952958	0.027307730683968	0.025003164340351	0.0282578473348686	0.0389815904183127
hsa5916	0.00582766019647653	0.0288198400435686	0.0252648936035593	0.0228174953500174	0.0291554697755737	0.0158236644761059	0.0166740326581065	0.0289219001180317	0.0224068748863762	0.0319143376650725	0.0210765467540991	0.0433904818816548	0.0300232924048738	0.429230573617952	0.506677926301248	1	0.0442767085431598	0.0506053361079737	0.058951418408305	0.0495028650612255	0.0571708605059128	0.0383908040160992	0.0226052349658655	0.0248370285181818	0.0331737373766827	0.0408738277522809
hsa6095	0.0035420428557457	0.00875832710628662	0.0115169724476774	0.0166421260675572	0.00949320505965044	0.00618274208536872	0.0136815092084322	0.0182547894821643	0.0321016077803091	0.022483448617436	0.010980250735859	0.0296692512640583	0.0391030943502888	0.0417152227681317	0.0506509967267052	0.0442767085431598	1	0.246731409063078	0.201547017834355	0.0369258932064185	0.0395412379339732	0.0396675812353327	0.0288527963983874	0.0247023941339649	0.0325709132198233	0.0254968137574175
hsa6096	0.00774461150397025	0.0134049446993552	0.012590824129147	0.00909692557673704	0.0124540308701103	0.0135184517608969	0.00830954667833218	0.0177394494124005	0.00638087040923894	0.0260256952260916	0.00900304354316334	0.030273260151131	0.0363367333030159	0.0456047833549913	0.0509438371132084	0.0506053361079737	0.246731409063078	1	0.224536363636454	0.0381261766196706	0.0334035275247926	0.0408152640896273	0.0315430541087594	0.0337570812905289	0.038151269039138	0.0257299910530404
hsa6097	0.0092635489325305	0.0146596878730968	0.0140562248995984	0.0261146161320008	0.00993107911768662	0.0129358420951055	0.00636114168184493	0.0190967915983017	0.0590234264394622	0.0207533802572649	0.0114867147717409	0.0331069284260447	0.0327253795782544	0.0436393373069614	0.050867782862901	0.058951418408305	0.201547017834355	0.224536363636454	1	0.0343369777173319	0.0282034618828161	0.0292921752804196	0.0344955789202815	0.025841791997456	0.0292056398615539	0.0225693381894705
hsa6256	0.00792024860466487	0.0195842147788359	0.0150224277513327	0.0116290391178685	0.019104706653951	0.0207375473853499	0.0169959914582465	0.0521575474740308	0.00978836961597373	0.0325305714264304	0.0107417568367256	0.0265369850671824	0.0371608002665793	0.0377554108262743	0.0407732658512516	0.0495028650612255	0.0369258932064185	0.0381261766196706	0.0343369777173319	1	0.462179228750391	0.566110928456122	0.0138250315902333	0.0230150968710573	0.0156065948675939	0.0219279264504759
hsa6257	0.0104087637048541	0.0308850099262722	0.0169220771296897	0.046867386882872	0.0278970448105502	0.0343188621370652	0.00893442960436429	0.0556309445887043	0.038115087309137	0.0427515660256123	0.0363002919451516	0.025187366586021	0.0287274099860576	0.0505909347370732	0.0377073204305609	0.0571708605059128	0.0395412379339732	0.0334035275247926	0.0282034618828161	0.462179228750391	1	0.450274246222382	0.0201875659629796	0.0181478170900394	0.015952326249926	0.023054084926172
hsa6258	0.00675660252635564	0.0245034447480655	0.0195281168536131	0.0132273280810236	0.0169014590848854	0.015725136593061	0.00579957345061475	0.0541672658842712	0.00742245195993111	0.0134551112344084	0.00698177039666789	0.0352149165757885	0.0372954361134998	0.0378922009835357	0.0438006150952958	0.0383908040160992	0.0396675812353327	0.0408152640896273	0.0292921752804196	0.566110928456122	0.450274246222382	1	0.015725136593061	0.0235604516108321	0.01775155698153	0.0224475201193706
hsa7421	0.00397841596688574	0.0236096082324943	0.0194037631426583	0.0186924051364015	0.0149278504451058	0.0162037037037037	0.00682979812029803	0.0273383275906904	0.00764834134202501	0.0118839377843498	0.0107913726057697	0.0355460778649819	0.0329403922934206	0.0446232960501388	0.027307730683968	0.0226052349658655	0.0288527963983874	0.0315430541087594	0.0344955789202815	0.0138250315902333	0.0201875659629796	0.015725136593061	1	0.0531792262883785	0.0470360434191799	0.0352467371430286
hsa8856	0.00198690964878348	0.0235823296465711	0.0172278613316373	0.0186708078962185	0.0106504305560857	0.00924856109363105	0.0119383371776484	0.0295823025716633	0.00873086221028518	0.0103864311776738	0.0153984346192693	0.0288478188858528	0.0329023329019784	0.0245144560153023	0.025003164340351	0.0248370285181818	0.0247023941339649	0.0337570812905289	0.025841791997456	0.0230150968710573	0.0181478170900394	0.0235604516108321	0.0531792262883785	1	0.0861331127906636	0.0418071404332168
hsa9970	0.00224554735389595	0.0111050255793343	0.0146028199307769	0.0131882516940702	0.00722208365167907	0.00783934056986331	0.00770992034233371	0.0257177352712695	0.00616710369339766	0.0184461226493117	0.013922289474858	0.0275871232203408	0.0421432916427017	0.0277055234348805	0.0282578473348686	0.0331737373766827	0.0325709132198233	0.038151269039138	0.0292056398615539	0.0156065948675939	0.015952326249926	0.01775155698153	0.0470360434191799	0.0861331127906636	1	0.0447624105833857
hsa9971	0.00378610690942214	0.0205960009716601	0.020517580172246	0.0133416373808783	0.0121767999087646	0.0110146053571964	0.0129993173506492	0.0346891264746866	0.00935824509679871	0.00989580448967706	0.014671054554996	0.0359420886065277	0.025078493128776	0.0382196617479354	0.0389815904183127	0.0408738277522809	0.0254968137574175	0.0257299910530404	0.0225693381894705	0.0219279264504759	0.023054084926172	0.0224475201193706	0.0352467371430286	0.0418071404332168	0.0447624105833857	1
