hsa190	hsa2099	hsa2100	hsa2101	hsa2103	hsa2104	hsa2908	hsa3174	hsa367	hsa4306	hsa5241	hsa5465	hsa5468	hsa5914	hsa5915	hsa5916	hsa6095	hsa6096	hsa6097	hsa6256	hsa6257	hsa6258	hsa7421	hsa8856	hsa9970	hsa9971
hsa5914	0.982333944396463	0.98275645927142	0.985211685209733	0.960248882642754	0.987601185725079	0.983647256645755	0.9911801391981	0.983646366262958	0.981308245102716	0.98193589181062	0.978230853546258	0.982248043138258	0.97875526063774	1	0.993299179557775	0.995521655146119	0.982667253648249	0.975527095214288	0.982911551108532	0.993266932520168	0.980803998605753	0.982096269213333	0.984850214308831	0.980492858240007	0.975563771686261	0.980958617307914
hsa5915	0.974400337287421	0.978852433850974	0.986060782256861	0.952348178915998	0.985910347608477	0.988045956536566	0.991767335211558	0.988035727027079	0.969734387058864	0.976311269663015	0.963889528857299	0.988418092380318	0.988577390971049	0.993299179557775	1	0.990605672320105	0.990172725030265	0.983672463418123	0.98316374590598	0.989427602592903	0.960395488750305	0.990113224865537	0.990571312333316	0.986362445043287	0.975665059510081	0.989696899618244
hsa5916	0.983266920584093	0.987574606420932	0.984411196571091	0.972055639384867	0.990734822276728	0.985835854128939	0.986917870458859	0.98175215429503	0.982948231458212	0.972160825950137	0.978835197288065	0.986475452352933	0.982266635649031	0.995521655146119	0.990605672320105	1	0.984265170117232	0.975432800768808	0.985239781268684	0.994295888487196	0.982980424563534	0.98792858271912	0.985817247483812	0.989087088440642	0.979080791651446	0.985706466737706
hsa6095	0.977842589915912	0.98091751304092	0.98246553407245	0.95524734673227	0.983633410992628	0.985933798934874	0.986643099872248	0.993292862670127	0.977613477712381	0.971852041738871	0.965232621221568	0.991257476442014	0.990001912239427	0.982667253648249	0.990172725030265	0.984265170117232	1	0.995006481750624	0.990114360204309	0.985656570821015	0.958366744487241	0.989837795046422	0.988527246954833	0.991258007426404	0.982441428826118	0.990301980807285
hsa6096	0.97501320771635	0.978909361782386	0.976562681085628	0.949894461309662	0.976726433186891	0.982691067492204	0.984214141118333	0.991989502937546	0.973000652059842	0.964515878173353	0.956892018737793	0.987409850711116	0.986177724939592	0.975527095214288	0.983672463418123	0.975432800768808	0.995006481750624	1	0.986117512327037	0.978995019505074	0.947534665468374	0.984637765990303	0.978083253081134	0.984963120692573	0.979235265293627	0.989179258530441
hsa6097	0.988779698957234	0.988839000703369	0.988676154800369	0.974339241024347	0.989151337611999	0.981927230106889	0.981888175152044	0.986533179028478	0.986896052918466	0.969908374705986	0.975841354149955	0.982907986025223	0.975658092117492	0.982911551108532	0.98316374590598	0.985239781268684	0.990114360204309	0.986117512327037	1	0.987581019959885	0.97087824025967	0.988827011399163	0.981748937771294	0.990312809633593	0.986098819576349	0.986358197287563
hsa6256	0.984328526759447	0.992300990142258	0.993946392589556	0.975012418809415	0.993189826519157	0.991862311434452	0.99063134017474	0.988532685058354	0.982689503607748	0.981217492156061	0.983277913257509	0.991308714406052	0.983864463329479	0.993266932520168	0.989427602592903	0.994295888487196	0.985656570821015	0.978995019505074	0.987581019959885	1	0.98204914492007	0.990729112888898	0.989789966668872	0.98588661743829	0.977160139063631	0.984088272291368
hsa6257	0.979982253233236	0.974165203266148	0.968901889154792	0.974079292974907	0.977657764199244	0.964528725578103	0.964139288945084	0.962094723704584	0.984963792260454	0.96110644461553	0.98647605004032	0.960878131990497	0.949177402469665	0.980803998605753	0.960395488750305	0.982980424563534	0.958366744487241	0.947534665468374	0.97087824025967	0.98204914492007	1	0.961784043826123	0.962694084461412	0.963193990984222	0.964046986561052	0.950813235056379
hsa6258	0.978670493634758	0.987733159557738	0.989748443158337	0.972459695444109	0.989405934997736	0.991362591526849	0.983818928301464	0.989494247397147	0.970604219156405	0.963150610201095	0.963775431724971	0.993717549646153	0.989071695726593	0.982096269213333	0.990113224865537	0.98792858271912	0.989837795046422	0.984637765990303	0.988827011399163	0.990729112888898	0.961784043826123	1	0.990910996534059	0.993655759903474	0.980475191033248	0.992324559805855
hsa7421	0.967952125901923	0.979858203597657	0.988189742290982	0.952900427064284	0.987240159868944	0.99021384174743	0.98598151262034	0.992107399411116	0.965950659722162	0.974923171277923	0.963007455855697	0.990237896883603	0.987721473646323	0.984850214308831	0.990571312333316	0.985817247483812	0.988527246954833	0.978083253081134	0.981748937771294	0.989789966668872	0.962694084461412	0.990910996534059	1	0.984806844272242	0.969297994294334	0.982043813999038
hsa8856	0.981369313760928	0.984673008128753	0.982534177238113	0.969727767762052	0.983491947900191	0.981838147777046	0.977934161967196	0.984741935810388	0.97408470660381	0.956367228233967	0.962396898572011	0.987456767553062	0.98508396905353	0.980492858240007	0.986362445043287	0.989087088440642	0.991258007426404	0.984963120692573	0.990312809633593	0.98588661743829	0.963193990984222	0.993655759903474	0.984806844272242	1	0.989212306490338	0.992525337493641
hsa9970	0.988981295744855	0.979829069129855	0.973868191358613	0.969449926660683	0.973721859427891	0.968492067154585	0.967450190644766	0.977688225843322	0.976034507859019	0.942221539151445	0.96643532693587	0.973105377134817	0.973282551631642	0.975563771686261	0.975665059510081	0.979080791651446	0.982441428826118	0.979235265293627	0.986098819576349	0.977160139063631	0.964046986561052	0.980475191033248	0.969297994294334	0.989212306490338	1	0.978667895305021
hsa9971	0.973468902591218	0.982714354789048	0.980989880162143	0.959061526731137	0.979720232939195	0.984586104219051	0.984857996451147	0.985079158895743	0.969050152365173	0.9632914041931	0.954109029604735	0.98842756519581	0.988093245855113	0.980958617307914	0.989696899618244	0.985706466737706	0.990301980807285	0.989179258530441	0.986358197287563	0.984088272291368	0.950813235056379	0.992324559805855	0.982043813999038	0.992525337493641	0.978667895305021	1
